task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
7,0.5833333333333334,"['Choose the room to be renovated', 'Determine what changes need to be made', 'Take before pictures', 'Figure out a budget', 'Decide what you can renovate based on the budget', 'Go buy supplies', 'Come home and clear out room']","['Choose the room to be renovated', 'Clean up and prepare room for renovation']",Clean up and prepare room for renovation,1
8,0.6666666666666666,"['Choose the room to be renovated', 'Determine what changes need to be made', 'Take before pictures', 'Figure out a budget', 'Decide what you can renovate based on the budget', 'Go buy supplies', 'Come home and clear out room', 'Clean up and prepare room for renovation']","['Enjoy the room', 'Take pictures of empty room']",Take pictures of empty room,1
9,0.75,"['Choose the room to be renovated', 'Determine what changes need to be made', 'Take before pictures', 'Figure out a budget', 'Decide what you can renovate based on the budget', 'Go buy supplies', 'Come home and clear out room', 'Clean up and prepare room for renovation', 'Take pictures of empty room']","['Come home and clear out room', 'Renovate the room']",Renovate the room,1
10,0.8333333333333334,"['Choose the room to be renovated', 'Determine what changes need to be made', 'Take before pictures', 'Figure out a budget', 'Decide what you can renovate based on the budget', 'Go buy supplies', 'Come home and clear out room', 'Clean up and prepare room for renovation', 'Take pictures of empty room', 'Renovate the room']","['Clean up and prepare room for renovation', 'Take after pictures']",Take after pictures,1
11,0.9166666666666666,"['Choose the room to be renovated', 'Determine what changes need to be made', 'Take before pictures', 'Figure out a budget', 'Decide what you can renovate based on the budget', 'Go buy supplies', 'Come home and clear out room', 'Clean up and prepare room for renovation', 'Take pictures of empty room', 'Renovate the room', 'Take after pictures']","['Choose the room to be renovated', 'Enjoy the room']",Enjoy the room,1
0,0.0,[],"['choose new furniture and accessories', 'choose a paint color']",choose a paint color,1
1,0.14285714285714285,['choose a paint color'],"['paint walls', 'choose new furniture and accessories']",choose new furniture and accessories,1
2,0.2857142857142857,"['choose a paint color', 'choose new furniture and accessories']","['place new furniture and accessories in room', 'purchase paint and supplies']",purchase paint and supplies,1
3,0.42857142857142855,"['choose a paint color', 'choose new furniture and accessories', 'purchase paint and supplies']","['remove all items from room', 'choose a paint color']",remove all items from room,0
4,0.5714285714285714,"['choose a paint color', 'choose new furniture and accessories', 'purchase paint and supplies', 'remove all items from room']","['choose a paint color', 'cover flooring with drop cloth or plastic']",cover flooring with drop cloth or plastic,1
5,0.7142857142857143,"['choose a paint color', 'choose new furniture and accessories', 'purchase paint and supplies', 'remove all items from room', 'cover flooring with drop cloth or plastic']","['paint walls', 'choose a paint color']",paint walls,0
6,0.8571428571428571,"['choose a paint color', 'choose new furniture and accessories', 'purchase paint and supplies', 'remove all items from room', 'cover flooring with drop cloth or plastic', 'paint walls']","['place new furniture and accessories in room', 'choose new furniture and accessories']",place new furniture and accessories in room,0
0,0.0,[],"['When the work is finished, remove any remaining tools and materials.', 'Identify the parts of the room that need the most work.']",Identify the parts of the room that need the most work.,1
1,0.07692307692307693,['Identify the parts of the room that need the most work.'],"['Establish a budget for the renovation project.', 'Install any new fixtures, windows, doors, frames, etc. before painting.']",Establish a budget for the renovation project.,0
2,0.15384615384615385,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.']","['Begin to research potential new looks and decide on three options.', 'Take inventory of your tools and materials on hand.']",Begin to research potential new looks and decide on three options.,0
3,0.23076923076923078,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.']","['Choose the option that looks best and is best able to fit in your renovation budget.', 'Install any new fixtures, windows, doors, frames, etc. before painting.']",Choose the option that looks best and is best able to fit in your renovation budget.,0
4,0.3076923076923077,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.']","['According to your plan, remove any old carpeting, paint, etc.', 'Take all of the necessary measurements.']",Take all of the necessary measurements.,1
5,0.38461538461538464,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.']","['According to your plan, remove any old carpeting, paint, etc.', 'Take inventory of your tools and materials on hand.']",Take inventory of your tools and materials on hand.,1
6,0.46153846153846156,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.']","['Remove all unessential furniture and items from the room.', 'Choose the option that looks best and is best able to fit in your renovation budget.']",Remove all unessential furniture and items from the room.,0
7,0.5384615384615384,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.', 'Remove all unessential furniture and items from the room.']","['When the work is finished, remove any remaining tools and materials.', 'Purchase any necessary tools and supplies.']",Purchase any necessary tools and supplies.,1
8,0.6153846153846154,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.', 'Remove all unessential furniture and items from the room.', 'Purchase any necessary tools and supplies.']","['According to your plan, remove any old carpeting, paint, etc.', 'Place your old (or new) furniture and items back in the room and enjoy.']","According to your plan, remove any old carpeting, paint, etc.",0
9,0.6923076923076923,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.', 'Remove all unessential furniture and items from the room.', 'Purchase any necessary tools and supplies.', 'According to your plan, remove any old carpeting, paint, etc.']","['Install any new fixtures, windows, doors, frames, etc. before painting.', 'Take inventory of your tools and materials on hand.']","Install any new fixtures, windows, doors, frames, etc. before painting.",0
10,0.7692307692307693,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.', 'Remove all unessential furniture and items from the room.', 'Purchase any necessary tools and supplies.', 'According to your plan, remove any old carpeting, paint, etc.', 'Install any new fixtures, windows, doors, frames, etc. before painting.']","[""If you plan on painting, cover everything in painter's plastic and use the appropriate number of coats."", 'Take all of the necessary measurements.']","If you plan on painting, cover everything in painter's plastic and use the appropriate number of coats.",0
11,0.8461538461538461,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.', 'Remove all unessential furniture and items from the room.', 'Purchase any necessary tools and supplies.', 'According to your plan, remove any old carpeting, paint, etc.', 'Install any new fixtures, windows, doors, frames, etc. before painting.', ""If you plan on painting, cover everything in painter's plastic and use the appropriate number of coats.""]","['Take all of the necessary measurements.', 'When the work is finished, remove any remaining tools and materials.']","When the work is finished, remove any remaining tools and materials.",1
12,0.9230769230769231,"['Identify the parts of the room that need the most work.', 'Establish a budget for the renovation project.', 'Begin to research potential new looks and decide on three options.', 'Choose the option that looks best and is best able to fit in your renovation budget.', 'Take all of the necessary measurements.', 'Take inventory of your tools and materials on hand.', 'Remove all unessential furniture and items from the room.', 'Purchase any necessary tools and supplies.', 'According to your plan, remove any old carpeting, paint, etc.', 'Install any new fixtures, windows, doors, frames, etc. before painting.', ""If you plan on painting, cover everything in painter's plastic and use the appropriate number of coats."", 'When the work is finished, remove any remaining tools and materials.']","['Identify the parts of the room that need the most work.', 'Place your old (or new) furniture and items back in the room and enjoy.']",Place your old (or new) furniture and items back in the room and enjoy.,1
0,0.0,[],"['Tape off trim', 'Pick out a paint color']",Pick out a paint color,1
1,0.1111111111111111,['Pick out a paint color'],"['Remove things off the walls', 'Remove tape']",Remove things off the walls,0
2,0.2222222222222222,"['Pick out a paint color', 'Remove things off the walls']","['Remove tape', 'Tape off trim']",Tape off trim,1
3,0.3333333333333333,"['Pick out a paint color', 'Remove things off the walls', 'Tape off trim']","['Put things back on the walls', 'Cover furniture with plastic']",Cover furniture with plastic,1
4,0.4444444444444444,"['Pick out a paint color', 'Remove things off the walls', 'Tape off trim', 'Cover furniture with plastic']","['Put painting supplies away', 'Paint walls']",Paint walls,1
5,0.5555555555555556,"['Pick out a paint color', 'Remove things off the walls', 'Tape off trim', 'Cover furniture with plastic', 'Paint walls']","['Remove plastic', 'Remove tape']",Remove tape,1
6,0.6666666666666666,"['Pick out a paint color', 'Remove things off the walls', 'Tape off trim', 'Cover furniture with plastic', 'Paint walls', 'Remove tape']","['Cover furniture with plastic', 'Put painting supplies away']",Put painting supplies away,1
7,0.7777777777777778,"['Pick out a paint color', 'Remove things off the walls', 'Tape off trim', 'Cover furniture with plastic', 'Paint walls', 'Remove tape', 'Put painting supplies away']","['Put things back on the walls', 'Cover furniture with plastic']",Put things back on the walls,0
8,0.8888888888888888,"['Pick out a paint color', 'Remove things off the walls', 'Tape off trim', 'Cover furniture with plastic', 'Paint walls', 'Remove tape', 'Put painting supplies away', 'Put things back on the walls']","['Remove plastic', 'Paint walls']",Remove plastic,0
0,0.0,[],"['Buy new furniture', 'Put in new furniture']",Buy new furniture,0
1,0.16666666666666666,['Buy new furniture'],"['Buy paint', 'Take old furniture out of room']",Buy paint,0
2,0.3333333333333333,"['Buy new furniture', 'Buy paint']","['Put in new furniture', 'Take old furniture out of room']",Take old furniture out of room,1
3,0.5,"['Buy new furniture', 'Buy paint', 'Take old furniture out of room']","['Paint the walls', 'Put in new furniture']",Paint the walls,0
4,0.6666666666666666,"['Buy new furniture', 'Buy paint', 'Take old furniture out of room', 'Paint the walls']","['Wait for paint to dry', 'Buy paint']",Wait for paint to dry,0
5,0.8333333333333334,"['Buy new furniture', 'Buy paint', 'Take old furniture out of room', 'Paint the walls', 'Wait for paint to dry']","['Put in new furniture', 'Take old furniture out of room']",Put in new furniture,0
0,0.0,[],"['Figure out whether or not this is a DIY project, or if it will require a contractor', 'Decide which room of your home or apartment you would like to remodel']",Decide which room of your home or apartment you would like to remodel,1
1,0.1111111111111111,['Decide which room of your home or apartment you would like to remodel'],"['Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.', 'Make out a plan, including a cost estimate']","Make out a plan, including a cost estimate",1
2,0.2222222222222222,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate']","['Arrange new furniture according to plan', 'Figure out whether or not this is a DIY project, or if it will require a contractor']","Figure out whether or not this is a DIY project, or if it will require a contractor",1
3,0.3333333333333333,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate', 'Figure out whether or not this is a DIY project, or if it will require a contractor']","['Sit back and enjoy your new room', 'Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.']","Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.",1
4,0.4444444444444444,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate', 'Figure out whether or not this is a DIY project, or if it will require a contractor', 'Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.']","['Hire a contractor, if needed for the larger parts of the renovation', 'Add extra items, such as:rugs, lamps, or wall coverings']","Hire a contractor, if needed for the larger parts of the renovation",0
5,0.5555555555555556,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate', 'Figure out whether or not this is a DIY project, or if it will require a contractor', 'Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.', 'Hire a contractor, if needed for the larger parts of the renovation']","['Paint the walls, allowing time to dry between coats', 'Decide which room of your home or apartment you would like to remodel']","Paint the walls, allowing time to dry between coats",0
6,0.6666666666666666,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate', 'Figure out whether or not this is a DIY project, or if it will require a contractor', 'Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.', 'Hire a contractor, if needed for the larger parts of the renovation', 'Paint the walls, allowing time to dry between coats']","['Decide which room of your home or apartment you would like to remodel', 'Arrange new furniture according to plan']",Arrange new furniture according to plan,1
7,0.7777777777777778,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate', 'Figure out whether or not this is a DIY project, or if it will require a contractor', 'Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.', 'Hire a contractor, if needed for the larger parts of the renovation', 'Paint the walls, allowing time to dry between coats', 'Arrange new furniture according to plan']","['Add extra items, such as:rugs, lamps, or wall coverings', 'Figure out whether or not this is a DIY project, or if it will require a contractor']","Add extra items, such as:rugs, lamps, or wall coverings",0
8,0.8888888888888888,"['Decide which room of your home or apartment you would like to remodel', 'Make out a plan, including a cost estimate', 'Figure out whether or not this is a DIY project, or if it will require a contractor', 'Buy necessary supplies for renovation, such as: paint, carpet, new furniture, etc.', 'Hire a contractor, if needed for the larger parts of the renovation', 'Paint the walls, allowing time to dry between coats', 'Arrange new furniture according to plan', 'Add extra items, such as:rugs, lamps, or wall coverings']","['Sit back and enjoy your new room', 'Make out a plan, including a cost estimate']",Sit back and enjoy your new room,0
0,0.0,[],"['measure the room', 'measure the room']",measure the room,1
1,0.2,['measure the room'],"['gather tools for renovation', 'analyze what needs fixing']",analyze what needs fixing,1
2,0.4,"['measure the room', 'analyze what needs fixing']","['pay for materials for renovation', 'begin renovation']",pay for materials for renovation,0
3,0.6,"['measure the room', 'analyze what needs fixing', 'pay for materials for renovation']","['gather tools for renovation', 'measure the room']",gather tools for renovation,0
4,0.8,"['measure the room', 'analyze what needs fixing', 'pay for materials for renovation', 'gather tools for renovation']","['analyze what needs fixing', 'begin renovation']",begin renovation,1
0,0.0,[],"['Call a renovation company for expert', 'Shop for the items']",Call a renovation company for expert,0
1,0.1111111111111111,['Call a renovation company for expert'],"['Go to the hardware shop', 'Ask for renovation advice']",Ask for renovation advice,1
2,0.2222222222222222,"['Call a renovation company for expert', 'Ask for renovation advice']","['Go to the hardware shop', 'Make an appointment for a certain date for renovation']",Make an appointment for a certain date for renovation,1
3,0.3333333333333333,"['Call a renovation company for expert', 'Ask for renovation advice', 'Make an appointment for a certain date for renovation']","['Make a list of items required', 'Shop for the items']",Make a list of items required,0
4,0.4444444444444444,"['Call a renovation company for expert', 'Ask for renovation advice', 'Make an appointment for a certain date for renovation', 'Make a list of items required']","['Go to the hardware shop', 'Pay the company their charges']",Go to the hardware shop,0
5,0.5555555555555556,"['Call a renovation company for expert', 'Ask for renovation advice', 'Make an appointment for a certain date for renovation', 'Make a list of items required', 'Go to the hardware shop']","['Call a renovation company for expert', 'Shop for the items']",Shop for the items,1
6,0.6666666666666666,"['Call a renovation company for expert', 'Ask for renovation advice', 'Make an appointment for a certain date for renovation', 'Make a list of items required', 'Go to the hardware shop', 'Shop for the items']","['Let the company do the renovations as per discussions', 'Ask for renovation advice']",Let the company do the renovations as per discussions,0
7,0.7777777777777778,"['Call a renovation company for expert', 'Ask for renovation advice', 'Make an appointment for a certain date for renovation', 'Make a list of items required', 'Go to the hardware shop', 'Shop for the items', 'Let the company do the renovations as per discussions']","['Go to the hardware shop', 'After finishing inspect for mistakes and faults']",After finishing inspect for mistakes and faults,1
8,0.8888888888888888,"['Call a renovation company for expert', 'Ask for renovation advice', 'Make an appointment for a certain date for renovation', 'Make a list of items required', 'Go to the hardware shop', 'Shop for the items', 'Let the company do the renovations as per discussions', 'After finishing inspect for mistakes and faults']","['Pay the company their charges', 'Call a renovation company for expert']",Pay the company their charges,0
0,0.0,[],"['Fix walls', 'Tear down walls']",Tear down walls,1
1,0.16666666666666666,['Tear down walls'],"['Paint room', 'Fix underlying problems']",Fix underlying problems,1
2,0.3333333333333333,"['Tear down walls', 'Fix underlying problems']","['Install new fixtures', 'Put in new wiring']",Put in new wiring,1
3,0.5,"['Tear down walls', 'Fix underlying problems', 'Put in new wiring']","['Fix walls', 'Tear down walls']",Fix walls,0
4,0.6666666666666666,"['Tear down walls', 'Fix underlying problems', 'Put in new wiring', 'Fix walls']","['Paint room', 'Fix underlying problems']",Paint room,0
5,0.8333333333333334,"['Tear down walls', 'Fix underlying problems', 'Put in new wiring', 'Fix walls', 'Paint room']","['Install new fixtures', 'Fix underlying problems']",Install new fixtures,0
0,0.0,[],"['Call a carpenter', 'Decide what needs to be fixed']",Decide what needs to be fixed,1
1,0.125,['Decide what needs to be fixed'],"['Call a carpenter', 'Decide what needs to be fixed']",Call a carpenter,0
2,0.25,"['Decide what needs to be fixed', 'Call a carpenter']","['Inspect the work', 'Get an estimate']",Get an estimate,1
3,0.375,"['Decide what needs to be fixed', 'Call a carpenter', 'Get an estimate']","['Decide what needs to be fixed', 'repeat 2 and 3 three times']",repeat 2 and 3 three times,1
4,0.5,"['Decide what needs to be fixed', 'Call a carpenter', 'Get an estimate', 'repeat 2 and 3 three times']","['Choose the best estimate', 'Decide what needs to be fixed']",Choose the best estimate,0
5,0.625,"['Decide what needs to be fixed', 'Call a carpenter', 'Get an estimate', 'repeat 2 and 3 three times', 'Choose the best estimate']","['Decide what needs to be fixed', 'Let him start working']",Let him start working,1
6,0.75,"['Decide what needs to be fixed', 'Call a carpenter', 'Get an estimate', 'repeat 2 and 3 three times', 'Choose the best estimate', 'Let him start working']","['Get an estimate', 'Inspect the work']",Inspect the work,1
7,0.875,"['Decide what needs to be fixed', 'Call a carpenter', 'Get an estimate', 'repeat 2 and 3 three times', 'Choose the best estimate', 'Let him start working', 'Inspect the work']","['Pay the carpenter', 'Call a carpenter']",Pay the carpenter,0
0,0.0,[],"['Paint walls new color', 'Remove all items']",Remove all items,1
1,0.14285714285714285,['Remove all items'],"['Clean entire room', 'Choose pictures for walls']",Clean entire room,0
2,0.2857142857142857,"['Remove all items', 'Clean entire room']","['Choose pictures for walls', 'Paint walls new color']",Paint walls new color,1
3,0.42857142857142855,"['Remove all items', 'Clean entire room', 'Paint walls new color']","['Pick matching furniture', 'Adjust as needed']",Pick matching furniture,0
4,0.5714285714285714,"['Remove all items', 'Clean entire room', 'Paint walls new color', 'Pick matching furniture']","['Adjust as needed', 'Choose pictures for walls']",Choose pictures for walls,1
5,0.7142857142857143,"['Remove all items', 'Clean entire room', 'Paint walls new color', 'Pick matching furniture', 'Choose pictures for walls']","['Set up items', 'Clean entire room']",Set up items,0
6,0.8571428571428571,"['Remove all items', 'Clean entire room', 'Paint walls new color', 'Pick matching furniture', 'Choose pictures for walls', 'Set up items']","['Adjust as needed', 'Paint walls new color']",Adjust as needed,0
0,0.0,[],"['create a plan and color scheme', 'remove furniture']",create a plan and color scheme,0
1,0.16666666666666666,['create a plan and color scheme'],"['locate materials at various stores', 'paint wall']",locate materials at various stores,0
2,0.3333333333333333,"['create a plan and color scheme', 'locate materials at various stores']","['remove furniture', 'decorate the details']",remove furniture,0
3,0.5,"['create a plan and color scheme', 'locate materials at various stores', 'remove furniture']","['create a plan and color scheme', 'paint wall']",paint wall,1
4,0.6666666666666666,"['create a plan and color scheme', 'locate materials at various stores', 'remove furniture', 'paint wall']","['locate materials at various stores', 'replace furniture']",replace furniture,1
5,0.8333333333333334,"['create a plan and color scheme', 'locate materials at various stores', 'remove furniture', 'paint wall', 'replace furniture']","['decorate the details', 'remove furniture']",decorate the details,0
0,0.0,[],"['Add new rug.', 'Take pictures of room.']",Take pictures of room.,1
1,0.09090909090909091,['Take pictures of room.'],"['Research design options online.', 'Move table to other side.']",Research design options online.,0
2,0.18181818181818182,"['Take pictures of room.', 'Research design options online.']","['Draw out new room plan.', 'Hang new curtains.']",Draw out new room plan.,0
3,0.2727272727272727,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.']","['Go to store and find decor I want.', 'Add new chair.']",Go to store and find decor I want.,0
4,0.36363636363636365,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.']","['Research design options online.', 'Back home, remove old stuff I no longer like.']","Back home, remove old stuff I no longer like.",1
5,0.45454545454545453,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.', 'Back home, remove old stuff I no longer like.']","['Draw out new room plan.', 'Hang new curtains.']",Hang new curtains.,1
6,0.5454545454545454,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.', 'Back home, remove old stuff I no longer like.', 'Hang new curtains.']","['Move table to other side.', 'Paint walls.']",Paint walls.,1
7,0.6363636363636364,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.', 'Back home, remove old stuff I no longer like.', 'Hang new curtains.', 'Paint walls.']","['Take pictures of new room.', 'Add new rug.']",Add new rug.,1
8,0.7272727272727273,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.', 'Back home, remove old stuff I no longer like.', 'Hang new curtains.', 'Paint walls.', 'Add new rug.']","['Back home, remove old stuff I no longer like.', 'Add new chair.']",Add new chair.,1
9,0.8181818181818182,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.', 'Back home, remove old stuff I no longer like.', 'Hang new curtains.', 'Paint walls.', 'Add new rug.', 'Add new chair.']","['Draw out new room plan.', 'Move table to other side.']",Move table to other side.,1
10,0.9090909090909091,"['Take pictures of room.', 'Research design options online.', 'Draw out new room plan.', 'Go to store and find decor I want.', 'Back home, remove old stuff I no longer like.', 'Hang new curtains.', 'Paint walls.', 'Add new rug.', 'Add new chair.', 'Move table to other side.']","['Take pictures of new room.', 'Draw out new room plan.']",Take pictures of new room.,0
0,0.0,[],"['call someone who is handy', 'Take everything out']",Take everything out,1
1,0.125,['Take everything out'],"['call someone who is handy', 'clear your working area']",call someone who is handy,0
2,0.25,"['Take everything out', 'call someone who is handy']","['ask for an estimate', 'begin working']",ask for an estimate,0
3,0.375,"['Take everything out', 'call someone who is handy', 'ask for an estimate']","['clear your working area', 'Decide what you want']",Decide what you want,1
4,0.5,"['Take everything out', 'call someone who is handy', 'ask for an estimate', 'Decide what you want']","['go get your supplies', 'begin working']",go get your supplies,0
5,0.625,"['Take everything out', 'call someone who is handy', 'ask for an estimate', 'Decide what you want', 'go get your supplies']","['clear your working area', 'Take everything out']",clear your working area,0
6,0.75,"['Take everything out', 'call someone who is handy', 'ask for an estimate', 'Decide what you want', 'go get your supplies', 'clear your working area']","['begin working', 'call someone who is handy']",begin working,0
7,0.875,"['Take everything out', 'call someone who is handy', 'ask for an estimate', 'Decide what you want', 'go get your supplies', 'clear your working area', 'begin working']","['clean up when done', 'call someone who is handy']",clean up when done,0
0,0.0,[],"['Look over room and decide what to change', 'take measurements']",Look over room and decide what to change,0
1,0.14285714285714285,['Look over room and decide what to change'],"['clear/remove current furniture and/or wall paper from room', 'take measurements']",take measurements,1
2,0.2857142857142857,"['Look over room and decide what to change', 'take measurements']","['apply new wallpaper or paint walls', 'shop for new wallpaper, paint and/or furniture']","shop for new wallpaper, paint and/or furniture",1
