task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
2,0.25,"['Turn on water in the bathtub.', 'Get undressed.']","['Turn off water when bathtub is full.', 'Use soap and washcloth to clean yourself.']",Turn off water when bathtub is full.,0
3,0.375,"['Turn on water in the bathtub.', 'Get undressed.', 'Turn off water when bathtub is full.']","['Dry off with a towel.', 'Get into bathtub.']",Get into bathtub.,1
4,0.5,"['Turn on water in the bathtub.', 'Get undressed.', 'Turn off water when bathtub is full.', 'Get into bathtub.']","['Dry off with a towel.', 'Use soap and washcloth to clean yourself.']",Use soap and washcloth to clean yourself.,1
5,0.625,"['Turn on water in the bathtub.', 'Get undressed.', 'Turn off water when bathtub is full.', 'Get into bathtub.', 'Use soap and washcloth to clean yourself.']","['Pull off stopper in bathtub.', 'Dry off with a towel.']",Pull off stopper in bathtub.,0
6,0.75,"['Turn on water in the bathtub.', 'Get undressed.', 'Turn off water when bathtub is full.', 'Get into bathtub.', 'Use soap and washcloth to clean yourself.', 'Pull off stopper in bathtub.']","['Get undressed.', 'Get out of bathtub.']",Get out of bathtub.,1
7,0.875,"['Turn on water in the bathtub.', 'Get undressed.', 'Turn off water when bathtub is full.', 'Get into bathtub.', 'Use soap and washcloth to clean yourself.', 'Pull off stopper in bathtub.', 'Get out of bathtub.']","['Dry off with a towel.', 'Turn off water when bathtub is full.']",Dry off with a towel.,0
0,0.0,[],"['Turn on the water', 'Fill it up']",Turn on the water,0
1,0.16666666666666666,['Turn on the water'],"['Fill it up', 'Close the plug']",Close the plug,1
2,0.3333333333333333,"['Turn on the water', 'Close the plug']","['Get undressed', 'Add bubbles']",Add bubbles,1
3,0.5,"['Turn on the water', 'Close the plug', 'Add bubbles']","['Turn on the water', 'Fill it up']",Fill it up,1
4,0.6666666666666666,"['Turn on the water', 'Close the plug', 'Add bubbles', 'Fill it up']","['Get undressed', 'Turn on the water']",Get undressed,0
5,0.8333333333333334,"['Turn on the water', 'Close the plug', 'Add bubbles', 'Fill it up', 'Get undressed']","['Turn on the water', 'Soak in the tub']",Soak in the tub,1
0,0.0,[],"['soak a bit', 'enter bathroom']",enter bathroom,1
1,0.07692307692307693,['enter bathroom'],"['soap body', 'run warm water into tub']",run warm water into tub,1
2,0.15384615384615385,"['enter bathroom', 'run warm water into tub']","['soak a bit', 'remove clothes']",remove clothes,1
3,0.23076923076923078,"['enter bathroom', 'run warm water into tub', 'remove clothes']","['sit in water', 'place towel nearby']",place towel nearby,1
4,0.3076923076923077,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby']","['run warm water into tub', 'step into tub']",step into tub,1
5,0.38461538461538464,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub']","['stand up', 'turn off water']",turn off water,1
6,0.46153846153846156,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water']","['remove clothes', 'get soap off rack']",get soap off rack,1
7,0.5384615384615384,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water', 'get soap off rack']","['sit in water', 'stand up']",sit in water,0
8,0.6153846153846154,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water', 'get soap off rack', 'sit in water']","['soak a bit', 'run warm water into tub']",soak a bit,0
9,0.6923076923076923,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water', 'get soap off rack', 'sit in water', 'soak a bit']","['step into tub', 'soap body']",soap body,1
10,0.7692307692307693,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water', 'get soap off rack', 'sit in water', 'soak a bit', 'soap body']","['step into tub', 'rinse']",rinse,1
11,0.8461538461538461,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water', 'get soap off rack', 'sit in water', 'soak a bit', 'soap body', 'rinse']","['enter bathroom', 'stand up']",stand up,1
12,0.9230769230769231,"['enter bathroom', 'run warm water into tub', 'remove clothes', 'place towel nearby', 'step into tub', 'turn off water', 'get soap off rack', 'sit in water', 'soak a bit', 'soap body', 'rinse', 'stand up']","['exit tub', 'get soap off rack']",exit tub,0
0,0.0,[],"['sit in bathtub', 'enter the bathroom']",enter the bathroom,1
1,0.14285714285714285,['enter the bathroom'],"['get soap', 'get undressed']",get undressed,1
2,0.2857142857142857,"['enter the bathroom', 'get undressed']","['get soap', 'fill up bathtub']",fill up bathtub,1
3,0.42857142857142855,"['enter the bathroom', 'get undressed', 'fill up bathtub']","['sit in bathtub', 'enter the bathroom']",sit in bathtub,0
4,0.5714285714285714,"['enter the bathroom', 'get undressed', 'fill up bathtub', 'sit in bathtub']","['shut off water', 'get soap']",get soap,1
5,0.7142857142857143,"['enter the bathroom', 'get undressed', 'fill up bathtub', 'sit in bathtub', 'get soap']","['enter the bathroom', 'wash body rinse']",wash body rinse,1
6,0.8571428571428571,"['enter the bathroom', 'get undressed', 'fill up bathtub', 'sit in bathtub', 'get soap', 'wash body rinse']","['fill up bathtub', 'shut off water']",shut off water,1
0,0.0,[],"['get shampoo', 'clean out the tub']",clean out the tub,1
1,0.07692307692307693,['clean out the tub'],"['pour the bubble bath', 'get bubble bath']",get bubble bath,1
2,0.15384615384615385,"['clean out the tub', 'get bubble bath']","['soak in tub', 'get shampoo']",get shampoo,1
3,0.23076923076923078,"['clean out the tub', 'get bubble bath', 'get shampoo']","['soak in tub', 'get book']",get book,1
4,0.3076923076923077,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book']","['get in the bath', 'get towel']",get towel,1
5,0.38461538461538464,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel']","['clean out the tub', 'get face cloth']",get face cloth,1
6,0.46153846153846156,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth']","['get in the bath', 'get robe']",get robe,1
7,0.5384615384615384,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth', 'get robe']","['soak in tub', ' get candles']", get candles,1
8,0.6153846153846154,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth', 'get robe', ' get candles']","['get bubble bath', 'turn on the hot and cold water in tub']",turn on the hot and cold water in tub,1
9,0.6923076923076923,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth', 'get robe', ' get candles', 'turn on the hot and cold water in tub']","['pour the bubble bath', 'get robe']",pour the bubble bath,0
10,0.7692307692307693,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth', 'get robe', ' get candles', 'turn on the hot and cold water in tub', 'pour the bubble bath']","['check temp of water', 'get book']",check temp of water,0
11,0.8461538461538461,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth', 'get robe', ' get candles', 'turn on the hot and cold water in tub', 'pour the bubble bath', 'check temp of water']","['get bubble bath', 'get in the bath']",get in the bath,1
12,0.9230769230769231,"['clean out the tub', 'get bubble bath', 'get shampoo', 'get book', 'get towel', 'get face cloth', 'get robe', ' get candles', 'turn on the hot and cold water in tub', 'pour the bubble bath', 'check temp of water', 'get in the bath']","['soak in tub', 'get robe']",soak in tub,0
0,0.0,[],"['Take the clean cloths out of the closet', 'Take the clean cloths out of the closet']",Take the clean cloths out of the closet,0
1,0.16666666666666666,['Take the clean cloths out of the closet'],"['Go to the bathroom', 'Get inside the bathtub']",Go to the bathroom,0
2,0.3333333333333333,"['Take the clean cloths out of the closet', 'Go to the bathroom']","['Take off the cloths that you are wearing', 'Get inside the bathtub']",Take off the cloths that you are wearing,0
3,0.5,"['Take the clean cloths out of the closet', 'Go to the bathroom', 'Take off the cloths that you are wearing']","['Turn on the shower', 'Take a shower']",Turn on the shower,0
4,0.6666666666666666,"['Take the clean cloths out of the closet', 'Go to the bathroom', 'Take off the cloths that you are wearing', 'Turn on the shower']","['Get inside the bathtub', 'Go to the bathroom']",Get inside the bathtub,0
5,0.8333333333333334,"['Take the clean cloths out of the closet', 'Go to the bathroom', 'Take off the cloths that you are wearing', 'Turn on the shower', 'Get inside the bathtub']","['Take a shower', 'Take off the cloths that you are wearing']",Take a shower,0
0,0.0,[],"['Turn on bath', 'Get into tub']",Turn on bath,0
1,0.2,['Turn on bath'],"['Fill tub with water', 'Drop soap in tub']",Fill tub with water,0
2,0.4,"['Turn on bath', 'Fill tub with water']","['Soak in tub', 'Drop soap in tub']",Drop soap in tub,1
3,0.6,"['Turn on bath', 'Fill tub with water', 'Drop soap in tub']","['Turn on bath', 'Get into tub']",Get into tub,1
4,0.8,"['Turn on bath', 'Fill tub with water', 'Drop soap in tub', 'Get into tub']","['Fill tub with water', 'Soak in tub']",Soak in tub,1
0,0.0,[],"['Remove clothing', 'Have bathtub']",Have bathtub,1
1,0.16666666666666666,['Have bathtub'],"['Run water into the tub that is hot but not scalding', 'Have bathtub']",Run water into the tub that is hot but not scalding,0
2,0.3333333333333333,"['Have bathtub', 'Run water into the tub that is hot but not scalding']","['Soak', 'Add salts or bubble bath (optional)']",Add salts or bubble bath (optional),1
3,0.5,"['Have bathtub', 'Run water into the tub that is hot but not scalding', 'Add salts or bubble bath (optional)']","['Remove clothing', 'Soak']",Remove clothing,0
4,0.6666666666666666,"['Have bathtub', 'Run water into the tub that is hot but not scalding', 'Add salts or bubble bath (optional)', 'Remove clothing']","['Carefully enter the tub', 'Have bathtub']",Carefully enter the tub,0
5,0.8333333333333334,"['Have bathtub', 'Run water into the tub that is hot but not scalding', 'Add salts or bubble bath (optional)', 'Remove clothing', 'Carefully enter the tub']","['Soak', 'Run water into the tub that is hot but not scalding']",Soak,0
0,0.0,[],"['Draw warm water', 'Gather towels and toiletries']",Draw warm water,0
1,0.07692307692307693,['Draw warm water'],"['Let tub fill', 'Walk into bathroom']",Let tub fill,0
2,0.15384615384615385,"['Draw warm water', 'Let tub fill']","['Step out of tub', 'Gather towels and toiletries']",Gather towels and toiletries,1
3,0.23076923076923078,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries']","['Walk into bathroom', 'Condition hair']",Walk into bathroom,0
4,0.3076923076923077,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom']","['Disrobe', 'Wash hair']",Disrobe,0
5,0.38461538461538464,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe']","['Step into tub', 'Draw warm water']",Step into tub,0
6,0.46153846153846156,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub']","['Soak', 'Gather towels and toiletries']",Soak,0
7,0.5384615384615384,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub', 'Soak']","['Wash body', 'Condition hair']",Wash body,0
8,0.6153846153846154,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub', 'Soak', 'Wash body']","['Wash hair', 'Disrobe']",Wash hair,0
9,0.6923076923076923,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub', 'Soak', 'Wash body', 'Wash hair']","['Condition hair', 'Step into tub']",Condition hair,0
10,0.7692307692307693,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub', 'Soak', 'Wash body', 'Wash hair', 'Condition hair']","['Let tub fill', 'Wash face']",Wash face,1
11,0.8461538461538461,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub', 'Soak', 'Wash body', 'Wash hair', 'Condition hair', 'Wash face']","['Walk into bathroom', 'Pull drain']",Pull drain,1
12,0.9230769230769231,"['Draw warm water', 'Let tub fill', 'Gather towels and toiletries', 'Walk into bathroom', 'Disrobe', 'Step into tub', 'Soak', 'Wash body', 'Wash hair', 'Condition hair', 'Wash face', 'Pull drain']","['Step out of tub', 'Walk into bathroom']",Step out of tub,0
0,0.0,[],"['wash cloth used to clean your body parts and bath towel is meant for drying.', 'First should set the water at a temperature they can stand.']",First should set the water at a temperature they can stand.,1
1,0.125,['First should set the water at a temperature they can stand.'],"['Soak wash cloth in soap water apply all over your body parts smoothly.', 'After setting temperature one should wash cloth and bath towel.']",After setting temperature one should wash cloth and bath towel.,1
2,0.25,"['First should set the water at a temperature they can stand.', 'After setting temperature one should wash cloth and bath towel.']","['Your mind is free from tension or stress.', 'wash cloth used to clean your body parts and bath towel is meant for drying.']",wash cloth used to clean your body parts and bath towel is meant for drying.,1
3,0.375,"['First should set the water at a temperature they can stand.', 'After setting temperature one should wash cloth and bath towel.', 'wash cloth used to clean your body parts and bath towel is meant for drying.']","['Bathing keeps always hygienic and healthy in and out.', 'Soak wash cloth in soap water apply all over your body parts smoothly.']",Soak wash cloth in soap water apply all over your body parts smoothly.,1
4,0.5,"['First should set the water at a temperature they can stand.', 'After setting temperature one should wash cloth and bath towel.', 'wash cloth used to clean your body parts and bath towel is meant for drying.', 'Soak wash cloth in soap water apply all over your body parts smoothly.']","['After setting temperature one should wash cloth and bath towel.', 'Flush the shower on your entire body see that no soapy water is on your body.']",Flush the shower on your entire body see that no soapy water is on your body.,1
5,0.625,"['First should set the water at a temperature they can stand.', 'After setting temperature one should wash cloth and bath towel.', 'wash cloth used to clean your body parts and bath towel is meant for drying.', 'Soak wash cloth in soap water apply all over your body parts smoothly.', 'Flush the shower on your entire body see that no soapy water is on your body.']","['Now shut the shower wipe your body with bath towel for dry.', 'wash cloth used to clean your body parts and bath towel is meant for drying.']",Now shut the shower wipe your body with bath towel for dry.,0
6,0.75,"['First should set the water at a temperature they can stand.', 'After setting temperature one should wash cloth and bath towel.', 'wash cloth used to clean your body parts and bath towel is meant for drying.', 'Soak wash cloth in soap water apply all over your body parts smoothly.', 'Flush the shower on your entire body see that no soapy water is on your body.', 'Now shut the shower wipe your body with bath towel for dry.']","['Your mind is free from tension or stress.', 'Soak wash cloth in soap water apply all over your body parts smoothly.']",Your mind is free from tension or stress.,0
7,0.875,"['First should set the water at a temperature they can stand.', 'After setting temperature one should wash cloth and bath towel.', 'wash cloth used to clean your body parts and bath towel is meant for drying.', 'Soak wash cloth in soap water apply all over your body parts smoothly.', 'Flush the shower on your entire body see that no soapy water is on your body.', 'Now shut the shower wipe your body with bath towel for dry.', 'Your mind is free from tension or stress.']","['Bathing keeps always hygienic and healthy in and out.', 'wash cloth used to clean your body parts and bath towel is meant for drying.']",Bathing keeps always hygienic and healthy in and out.,0
0,0.0,[],"['Rinse body', 'Go to bathroom']",Go to bathroom,1
1,0.08333333333333333,['Go to bathroom'],"['Dry body', 'Take off clothes']",Take off clothes,1
2,0.16666666666666666,"['Go to bathroom', 'Take off clothes']","['Turn on tub faucets', 'Leave bathroom']",Turn on tub faucets,0
3,0.25,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets']","['Fill tub with water', 'Go to bathroom']",Fill tub with water,0
4,0.3333333333333333,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water']","['Get in tub', 'Leave bathroom']",Get in tub,0
5,0.4166666666666667,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub']","['Scrub body', 'Drain tub']",Scrub body,0
6,0.5,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub', 'Scrub body']","['Dry body', 'Rinse body']",Rinse body,1
7,0.5833333333333334,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub', 'Scrub body', 'Rinse body']","['Take off clothes', 'Get out of tub']",Get out of tub,1
8,0.6666666666666666,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub', 'Scrub body', 'Rinse body', 'Get out of tub']","['Get towel', 'Get in tub']",Get towel,0
9,0.75,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub', 'Scrub body', 'Rinse body', 'Get out of tub', 'Get towel']","['Rinse body', 'Dry body']",Dry body,1
10,0.8333333333333334,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub', 'Scrub body', 'Rinse body', 'Get out of tub', 'Get towel', 'Dry body']","['Scrub body', 'Drain tub']",Drain tub,1
11,0.9166666666666666,"['Go to bathroom', 'Take off clothes', 'Turn on tub faucets', 'Fill tub with water', 'Get in tub', 'Scrub body', 'Rinse body', 'Get out of tub', 'Get towel', 'Dry body', 'Drain tub']","['Turn on tub faucets', 'Leave bathroom']",Leave bathroom,1
0,0.0,[],"['Start the water', 'Start the water']",Start the water,0
1,0.09090909090909091,['Start the water'],"['Get the temperature what you want it', 'Wash out all the soap and water']",Get the temperature what you want it,0
2,0.18181818181818182,"['Start the water', 'Get the temperature what you want it']","['Put stopper in and fill tub', 'Wash out all the soap and water']",Put stopper in and fill tub,0
3,0.2727272727272727,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub']","['Start music', 'Soap yourself up']",Start music,0
4,0.36363636363636365,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music']","['Get in bath tub', 'Dry off']",Get in bath tub,0
5,0.45454545454545453,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music', 'Get in bath tub']","['Relax in bath tub', 'Wash out all the soap and water']",Relax in bath tub,0
6,0.5454545454545454,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music', 'Get in bath tub', 'Relax in bath tub']","['Soap yourself up', 'Wash out all the soap and water']",Soap yourself up,0
7,0.6363636363636364,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music', 'Get in bath tub', 'Relax in bath tub', 'Soap yourself up']","['Get in bath tub', 'Wash hair']",Wash hair,1
8,0.7272727272727273,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music', 'Get in bath tub', 'Relax in bath tub', 'Soap yourself up', 'Wash hair']","['Get the temperature what you want it', 'Wash out all the soap and water']",Wash out all the soap and water,1
9,0.8181818181818182,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music', 'Get in bath tub', 'Relax in bath tub', 'Soap yourself up', 'Wash hair', 'Wash out all the soap and water']","['Get out of bathtub', 'Get the temperature what you want it']",Get out of bathtub,0
10,0.9090909090909091,"['Start the water', 'Get the temperature what you want it', 'Put stopper in and fill tub', 'Start music', 'Get in bath tub', 'Relax in bath tub', 'Soap yourself up', 'Wash hair', 'Wash out all the soap and water', 'Get out of bathtub']","['Put stopper in and fill tub', 'Dry off']",Dry off,1
0,0.0,[],"['Walk to bathroom', 'Walk to bathroom']",Walk to bathroom,0
1,0.14285714285714285,['Walk to bathroom'],"['Wait for water to fill', 'Close the door']",Close the door,1
2,0.2857142857142857,"['Walk to bathroom', 'Close the door']","['Plug the bath drain', 'Get naked']",Get naked,1
3,0.42857142857142855,"['Walk to bathroom', 'Close the door', 'Get naked']","['Turn on water in bath', 'Walk to bathroom']",Turn on water in bath,0
4,0.5714285714285714,"['Walk to bathroom', 'Close the door', 'Get naked', 'Turn on water in bath']","['Plug the bath drain', 'Walk to bathroom']",Plug the bath drain,0
5,0.7142857142857143,"['Walk to bathroom', 'Close the door', 'Get naked', 'Turn on water in bath', 'Plug the bath drain']","['Wait for water to fill', 'Get naked']",Wait for water to fill,0
6,0.8571428571428571,"['Walk to bathroom', 'Close the door', 'Get naked', 'Turn on water in bath', 'Plug the bath drain', 'Wait for water to fill']","['Walk to bathroom', 'Get in the tub']",Get in the tub,1
0,0.0,[],"['Take towel', 'Step inside the bath tub']",Take towel,0
1,0.07692307692307693,['Take towel'],"['Go inside bathroom', 'Go inside bathroom']",Go inside bathroom,1
2,0.15384615384615385,"['Take towel', 'Go inside bathroom']","['Lock the door from inside', 'Hang the clothes']",Lock the door from inside,0
3,0.23076923076923078,"['Take towel', 'Go inside bathroom', 'Lock the door from inside']","['Check the warmth of the water in the tub', 'Hang the towel on the hanger']",Hang the towel on the hanger,1
4,0.3076923076923077,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger']","['Take out clothes', 'Pour bubble liquid soap']",Take out clothes,0
5,0.38461538461538464,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes']","['Adjust temperature of water by opening or closing hot tap', 'Hang the clothes']",Hang the clothes,1
6,0.46153846153846156,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes']","['Take towel', 'Close the bath tub water exit by the valve']",Close the bath tub water exit by the valve,1
7,0.5384615384615384,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes', 'Close the bath tub water exit by the valve']","['Take towel', 'Open the hot and cold water taps']",Open the hot and cold water taps,1
8,0.6153846153846154,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes', 'Close the bath tub water exit by the valve', 'Open the hot and cold water taps']","['Step inside the bath tub', 'Let the tub fill upto 70% upto the tiny holes below the tap']",Let the tub fill upto 70% upto the tiny holes below the tap,1
9,0.6923076923076923,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes', 'Close the bath tub water exit by the valve', 'Open the hot and cold water taps', 'Let the tub fill upto 70% upto the tiny holes below the tap']","['Check the warmth of the water in the tub', 'Take out clothes']",Check the warmth of the water in the tub,0
10,0.7692307692307693,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes', 'Close the bath tub water exit by the valve', 'Open the hot and cold water taps', 'Let the tub fill upto 70% upto the tiny holes below the tap', 'Check the warmth of the water in the tub']","['Adjust temperature of water by opening or closing hot tap', 'Hang the towel on the hanger']",Adjust temperature of water by opening or closing hot tap,0
11,0.8461538461538461,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes', 'Close the bath tub water exit by the valve', 'Open the hot and cold water taps', 'Let the tub fill upto 70% upto the tiny holes below the tap', 'Check the warmth of the water in the tub', 'Adjust temperature of water by opening or closing hot tap']","['Step inside the bath tub', 'Close the bath tub water exit by the valve']",Step inside the bath tub,0
12,0.9230769230769231,"['Take towel', 'Go inside bathroom', 'Lock the door from inside', 'Hang the towel on the hanger', 'Take out clothes', 'Hang the clothes', 'Close the bath tub water exit by the valve', 'Open the hot and cold water taps', 'Let the tub fill upto 70% upto the tiny holes below the tap', 'Check the warmth of the water in the tub', 'Adjust temperature of water by opening or closing hot tap', 'Step inside the bath tub']","['Pour bubble liquid soap', 'Open the hot and cold water taps']",Pour bubble liquid soap,0
0,0.0,[],"['Add bubbles', 'Run warm water']",Run warm water,1
1,0.1,['Run warm water'],"['Add bubbles', 'Rinse off']",Add bubbles,0
2,0.2,"['Run warm water', 'Add bubbles']","['Get out', 'Get undressed']",Get undressed,1
3,0.3,"['Run warm water', 'Add bubbles', 'Get undressed']","['Dry off with towel', 'Get in tub']",Get in tub,1
4,0.4,"['Run warm water', 'Add bubbles', 'Get undressed', 'Get in tub']","['Lather with soap', 'Drain water']",Lather with soap,0
5,0.5,"['Run warm water', 'Add bubbles', 'Get undressed', 'Get in tub', 'Lather with soap']","['Soak in tub', 'Get out']",Soak in tub,0
6,0.6,"['Run warm water', 'Add bubbles', 'Get undressed', 'Get in tub', 'Lather with soap', 'Soak in tub']","['Dry off with towel', 'Rinse off']",Rinse off,1
7,0.7,"['Run warm water', 'Add bubbles', 'Get undressed', 'Get in tub', 'Lather with soap', 'Soak in tub', 'Rinse off']","['Get out', 'Run warm water']",Get out,0
8,0.8,"['Run warm water', 'Add bubbles', 'Get undressed', 'Get in tub', 'Lather with soap', 'Soak in tub', 'Rinse off', 'Get out']","['Get undressed', 'Drain water']",Drain water,1
9,0.9,"['Run warm water', 'Add bubbles', 'Get undressed', 'Get in tub', 'Lather with soap', 'Soak in tub', 'Rinse off', 'Get out', 'Drain water']","['Dry off with towel', 'Soak in tub']",Dry off with towel,0
0,0.0,[],"['Proceed to Bathroom.', 'Relax and clean yourself.']",Proceed to Bathroom.,0
1,0.1111111111111111,['Proceed to Bathroom.'],"['Get out of tub and dry yourself.', 'Turn on water and adjust temperature.']",Turn on water and adjust temperature.,1
2,0.2222222222222222,"['Proceed to Bathroom.', 'Turn on water and adjust temperature.']","['Drain tub.', 'Fill tub to desired level..']",Fill tub to desired level..,1
3,0.3333333333333333,"['Proceed to Bathroom.', 'Turn on water and adjust temperature.', 'Fill tub to desired level..']","['Proceed to Bathroom.', 'Undress.']",Undress.,1
4,0.4444444444444444,"['Proceed to Bathroom.', 'Turn on water and adjust temperature.', 'Fill tub to desired level..', 'Undress.']","['Proceed to Bathroom.', 'Get into bathtub.']",Get into bathtub.,1
