task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
1,0.1111111111111111,['Gather cleaning supplies.'],"['Gather up trash in trash bag.', 'Gather up trash in trash bag.']",Gather up trash in trash bag.,0
2,0.2222222222222222,"['Gather cleaning supplies.', 'Gather up trash in trash bag.']","['Wash dirty dishes and put them away.', 'Sponge down counters.']",Wash dirty dishes and put them away.,0
3,0.3333333333333333,"['Gather cleaning supplies.', 'Gather up trash in trash bag.', 'Wash dirty dishes and put them away.']","['Sweep floors.', 'Scrub bath tub and toilet.']",Sweep floors.,0
4,0.4444444444444444,"['Gather cleaning supplies.', 'Gather up trash in trash bag.', 'Wash dirty dishes and put them away.', 'Sweep floors.']","['Scrub bath tub and toilet.', 'Sponge down counters.']",Sponge down counters.,1
5,0.5555555555555556,"['Gather cleaning supplies.', 'Gather up trash in trash bag.', 'Wash dirty dishes and put them away.', 'Sweep floors.', 'Sponge down counters.']","['Fold laundry.', 'Wash dirty dishes and put them away.']",Fold laundry.,0
6,0.6666666666666666,"['Gather cleaning supplies.', 'Gather up trash in trash bag.', 'Wash dirty dishes and put them away.', 'Sweep floors.', 'Sponge down counters.', 'Fold laundry.']","['Scrub bath tub and toilet.', 'Spray windows with cleaner and wipe with newspaper.']",Scrub bath tub and toilet.,0
7,0.7777777777777778,"['Gather cleaning supplies.', 'Gather up trash in trash bag.', 'Wash dirty dishes and put them away.', 'Sweep floors.', 'Sponge down counters.', 'Fold laundry.', 'Scrub bath tub and toilet.']","['Mop bathroom floor.', 'Gather cleaning supplies.']",Mop bathroom floor.,0
8,0.8888888888888888,"['Gather cleaning supplies.', 'Gather up trash in trash bag.', 'Wash dirty dishes and put them away.', 'Sweep floors.', 'Sponge down counters.', 'Fold laundry.', 'Scrub bath tub and toilet.', 'Mop bathroom floor.']","['Gather up trash in trash bag.', 'Spray windows with cleaner and wipe with newspaper.']",Spray windows with cleaner and wipe with newspaper.,1
0,0.0,[],"['Clean furniture', 'First I would get out my cleaning supplies.']",First I would get out my cleaning supplies.,1
1,0.14285714285714285,['First I would get out my cleaning supplies.'],"['Then I would clean the windows.', 'Clean furniture']",Then I would clean the windows.,0
2,0.2857142857142857,"['First I would get out my cleaning supplies.', 'Then I would clean the windows.']","['Vacuum floors', 'Clean furniture']",Vacuum floors,0
3,0.42857142857142855,"['First I would get out my cleaning supplies.', 'Then I would clean the windows.', 'Vacuum floors']","['Clean furniture', 'Pick up all trash']",Pick up all trash,1
4,0.5714285714285714,"['First I would get out my cleaning supplies.', 'Then I would clean the windows.', 'Vacuum floors', 'Pick up all trash']","['take out trash', 'Then I would clean the windows.']",take out trash,0
5,0.7142857142857143,"['First I would get out my cleaning supplies.', 'Then I would clean the windows.', 'Vacuum floors', 'Pick up all trash', 'take out trash']","['Vacuum floors', 'clean off table']",clean off table,1
6,0.8571428571428571,"['First I would get out my cleaning supplies.', 'Then I would clean the windows.', 'Vacuum floors', 'Pick up all trash', 'take out trash', 'clean off table']","['Clean furniture', 'Pick up all trash']",Clean furniture,0
0,0.0,[],"['set up a plan', 'go to the bathroom']",set up a plan,0
1,0.09090909090909091,['set up a plan'],"['pick up anything out of place', 'mop the floor']",pick up anything out of place,0
2,0.18181818181818182,"['set up a plan', 'pick up anything out of place']","['wipe down countertops', 'put away in the right places']",put away in the right places,1
3,0.2727272727272727,"['set up a plan', 'pick up anything out of place', 'put away in the right places']","['take out vacuum and vacuum the floor', 'mop the floor']",take out vacuum and vacuum the floor,0
4,0.36363636363636365,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor']","['dust the furniture', 'set up a plan']",dust the furniture,0
5,0.45454545454545453,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor', 'dust the furniture']","['pick up anyting out of place in the kitchen', 'mop the floor']",pick up anyting out of place in the kitchen,0
6,0.5454545454545454,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor', 'dust the furniture', 'pick up anyting out of place in the kitchen']","['mop the floor', 'wipe down countertops']",wipe down countertops,1
7,0.6363636363636364,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor', 'dust the furniture', 'pick up anyting out of place in the kitchen', 'wipe down countertops']","['set up a plan', 'mop the floor']",mop the floor,1
8,0.7272727272727273,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor', 'dust the furniture', 'pick up anyting out of place in the kitchen', 'wipe down countertops', 'mop the floor']","['go to the bathroom', 'put away in the right places']",go to the bathroom,0
9,0.8181818181818182,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor', 'dust the furniture', 'pick up anyting out of place in the kitchen', 'wipe down countertops', 'mop the floor', 'go to the bathroom']","['wipe down all surfaces', 'set up a plan']",wipe down all surfaces,0
10,0.9090909090909091,"['set up a plan', 'pick up anything out of place', 'put away in the right places', 'take out vacuum and vacuum the floor', 'dust the furniture', 'pick up anyting out of place in the kitchen', 'wipe down countertops', 'mop the floor', 'go to the bathroom', 'wipe down all surfaces']","['mop the floor', 'wipe down countertops']",mop the floor,0
0,0.0,[],"['Put away dirty dishes', 'Throw away garbage']",Throw away garbage,1
1,0.14285714285714285,['Throw away garbage'],"['Organize desks and tables', 'Organize desks and tables']",Organize desks and tables,1
2,0.2857142857142857,"['Throw away garbage', 'Organize desks and tables']","['Put away dirty dishes', 'Vacuum the flat']",Put away dirty dishes,0
3,0.42857142857142855,"['Throw away garbage', 'Organize desks and tables', 'Put away dirty dishes']","['Vacuum the flat', 'Organize clothes']",Organize clothes,1
4,0.5714285714285714,"['Throw away garbage', 'Organize desks and tables', 'Put away dirty dishes', 'Organize clothes']","['Dust the furniture', 'Wash the floor']",Dust the furniture,0
5,0.7142857142857143,"['Throw away garbage', 'Organize desks and tables', 'Put away dirty dishes', 'Organize clothes', 'Dust the furniture']","['Throw away garbage', 'Vacuum the flat']",Vacuum the flat,1
6,0.8571428571428571,"['Throw away garbage', 'Organize desks and tables', 'Put away dirty dishes', 'Organize clothes', 'Dust the furniture', 'Vacuum the flat']","['Throw away garbage', 'Wash the floor']",Wash the floor,1
0,0.0,[],"['Wipe counters with wet cloth', 'Get out cleaning supplies']",Get out cleaning supplies,1
1,0.08333333333333333,['Get out cleaning supplies'],"['Dry dishes', 'Pick stuff up off the floor']",Pick stuff up off the floor,1
2,0.16666666666666666,"['Get out cleaning supplies', 'Pick stuff up off the floor']","['Put dishes away', 'Sweep floor with broom']",Sweep floor with broom,1
3,0.25,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom']","['Get out cleaning supplies', 'Mop floor with mop and soapy water']",Mop floor with mop and soapy water,1
4,0.3333333333333333,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water']","['Rinse soap off of dishes', 'Vacuum carpet']",Vacuum carpet,1
5,0.4166666666666667,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet']","['Dust surfaces with duster', 'Put dishes away']",Dust surfaces with duster,0
6,0.5,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet', 'Dust surfaces with duster']","['Put dishes away', 'Wipe counters with wet cloth']",Wipe counters with wet cloth,1
7,0.5833333333333334,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet', 'Dust surfaces with duster', 'Wipe counters with wet cloth']","['Sweep floor with broom', 'Put dishes in hot soapy water']",Put dishes in hot soapy water,1
8,0.6666666666666666,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet', 'Dust surfaces with duster', 'Wipe counters with wet cloth', 'Put dishes in hot soapy water']","['Wash dishes with sponge and soap', 'Dust surfaces with duster']",Wash dishes with sponge and soap,0
9,0.75,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet', 'Dust surfaces with duster', 'Wipe counters with wet cloth', 'Put dishes in hot soapy water', 'Wash dishes with sponge and soap']","['Rinse soap off of dishes', 'Get out cleaning supplies']",Rinse soap off of dishes,0
10,0.8333333333333334,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet', 'Dust surfaces with duster', 'Wipe counters with wet cloth', 'Put dishes in hot soapy water', 'Wash dishes with sponge and soap', 'Rinse soap off of dishes']","['Dry dishes', 'Mop floor with mop and soapy water']",Dry dishes,0
11,0.9166666666666666,"['Get out cleaning supplies', 'Pick stuff up off the floor', 'Sweep floor with broom', 'Mop floor with mop and soapy water', 'Vacuum carpet', 'Dust surfaces with duster', 'Wipe counters with wet cloth', 'Put dishes in hot soapy water', 'Wash dishes with sponge and soap', 'Rinse soap off of dishes', 'Dry dishes']","['Put dishes away', 'Sweep floor with broom']",Put dishes away,0
0,0.0,[],"['Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Pick up any clutter or laundry first.']",Pick up any clutter or laundry first.,1
1,0.08333333333333333,['Pick up any clutter or laundry first.'],"['Dry and put the dishes away.', 'Put the laundry in the washer and start it.']",Put the laundry in the washer and start it.,1
2,0.16666666666666666,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.']","['Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Sweep, mop, or vacuum the floor.']",Pick up any dirty dishes and place them in the sink or dishwasher to be washed.,0
3,0.25,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.']","['Dust the surfaces.', 'Pick up any clutter or laundry first.']",Dust the surfaces.,0
4,0.3333333333333333,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.']","['Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Fold and put the laundry away.']",Vacuum or clean the upholstery to remove pet hair and crumbs.,0
5,0.4166666666666667,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.']","['Put the laundry in the washer and start it.', 'Wipe down any surfaces that are dirtier or that need special care.']",Wipe down any surfaces that are dirtier or that need special care.,1
6,0.5,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Wipe down any surfaces that are dirtier or that need special care.']","['Sweep, mop, or vacuum the floor.', 'Put away any other stray items.']","Sweep, mop, or vacuum the floor.",0
7,0.5833333333333334,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Wipe down any surfaces that are dirtier or that need special care.', 'Sweep, mop, or vacuum the floor.']","['Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Put the laundry in the dryer.']",Put the laundry in the dryer.,1
8,0.6666666666666666,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Wipe down any surfaces that are dirtier or that need special care.', 'Sweep, mop, or vacuum the floor.', 'Put the laundry in the dryer.']","['Wash the dishes.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.']",Wash the dishes.,0
9,0.75,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Wipe down any surfaces that are dirtier or that need special care.', 'Sweep, mop, or vacuum the floor.', 'Put the laundry in the dryer.', 'Wash the dishes.']","['Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Fold and put the laundry away.']",Fold and put the laundry away.,1
10,0.8333333333333334,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Wipe down any surfaces that are dirtier or that need special care.', 'Sweep, mop, or vacuum the floor.', 'Put the laundry in the dryer.', 'Wash the dishes.', 'Fold and put the laundry away.']","['Dry and put the dishes away.', 'Put the laundry in the dryer.']",Dry and put the dishes away.,0
11,0.9166666666666666,"['Pick up any clutter or laundry first.', 'Put the laundry in the washer and start it.', 'Pick up any dirty dishes and place them in the sink or dishwasher to be washed.', 'Dust the surfaces.', 'Vacuum or clean the upholstery to remove pet hair and crumbs.', 'Wipe down any surfaces that are dirtier or that need special care.', 'Sweep, mop, or vacuum the floor.', 'Put the laundry in the dryer.', 'Wash the dishes.', 'Fold and put the laundry away.', 'Dry and put the dishes away.']","['Put away any other stray items.', 'Sweep, mop, or vacuum the floor.']",Put away any other stray items.,0
0,0.0,[],"['Vacuum the floor thoroughly', 'Wear old casual clothes']",Wear old casual clothes,1
1,0.125,['Wear old casual clothes'],"['Wear a cap and nose mask', 'Vacuum the floor thoroughly']",Wear a cap and nose mask,0
2,0.25,"['Wear old casual clothes', 'Wear a cap and nose mask']","['Transfer all the small objects into one place', 'Vacuum the floor thoroughly']",Transfer all the small objects into one place,0
3,0.375,"['Wear old casual clothes', 'Wear a cap and nose mask', 'Transfer all the small objects into one place']","['Cover beds and furniture with unused bedspreads', 'Wear old casual clothes']",Cover beds and furniture with unused bedspreads,0
4,0.5,"['Wear old casual clothes', 'Wear a cap and nose mask', 'Transfer all the small objects into one place', 'Cover beds and furniture with unused bedspreads']","['Vacuum the floor thoroughly', 'Clean all bedrooms and living room with a vacuum cleaner']",Clean all bedrooms and living room with a vacuum cleaner,1
