task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
8,0.8888888888888888,"['Make grocery list', 'Enter super market', 'Take a cart', 'Go down aisles', 'Find things from list', 'Put them in cart', 'Bring cart to cashier', 'Put items on table']","['Wait for them to be scanned', 'Make grocery list']",Wait for them to be scanned,0
0,0.0,[],"['Go to the favorite grocery shop', 'Get ready']",Get ready,1
1,0.1111111111111111,['Get ready'],"['Select grocery items as per the list', 'Make a list of grocery required']",Make a list of grocery required,1
2,0.2222222222222222,"['Get ready', 'Make a list of grocery required']","['Select grocery items as per the list', 'Take money']",Take money,1
3,0.3333333333333333,"['Get ready', 'Make a list of grocery required', 'Take money']","['Go to the favorite grocery shop', 'Look closely to exclude any expired items']",Go to the favorite grocery shop,0
4,0.4444444444444444,"['Get ready', 'Make a list of grocery required', 'Take money', 'Go to the favorite grocery shop']","['Pay the total amount', 'Select grocery items as per the list']",Select grocery items as per the list,1
5,0.5555555555555556,"['Get ready', 'Make a list of grocery required', 'Take money', 'Go to the favorite grocery shop', 'Select grocery items as per the list']","['Get ready', 'Look closely to exclude any expired items']",Look closely to exclude any expired items,1
6,0.6666666666666666,"['Get ready', 'Make a list of grocery required', 'Take money', 'Go to the favorite grocery shop', 'Select grocery items as per the list', 'Look closely to exclude any expired items']","['Get ready', 'Go to the teller with the items']",Go to the teller with the items,1
7,0.7777777777777778,"['Get ready', 'Make a list of grocery required', 'Take money', 'Go to the favorite grocery shop', 'Select grocery items as per the list', 'Look closely to exclude any expired items', 'Go to the teller with the items']","['Pay the total amount', 'Go to the favorite grocery shop']",Pay the total amount,0
8,0.8888888888888888,"['Get ready', 'Make a list of grocery required', 'Take money', 'Go to the favorite grocery shop', 'Select grocery items as per the list', 'Look closely to exclude any expired items', 'Go to the teller with the items', 'Pay the total amount']","['Take money', 'Take the grocery bags to the car']",Take the grocery bags to the car,1
0,0.0,[],"['Check out the things', 'List out the things you want to buy']",List out the things you want to buy,1
1,0.1111111111111111,['List out the things you want to buy'],"['Get to a shop', 'Check out the things']",Get to a shop,0
2,0.2222222222222222,"['List out the things you want to buy', 'Get to a shop']","['Take the things you want to buy', 'Bring things to the home']",Take the things you want to buy,0
3,0.3333333333333333,"['List out the things you want to buy', 'Get to a shop', 'Take the things you want to buy']","['Bring things to the home', 'Put them on to the trolley']",Put them on to the trolley,1
4,0.4444444444444444,"['List out the things you want to buy', 'Get to a shop', 'Take the things you want to buy', 'Put them on to the trolley']","['Bring things to the home', 'Get to the counter']",Get to the counter,1
5,0.5555555555555556,"['List out the things you want to buy', 'Get to a shop', 'Take the things you want to buy', 'Put them on to the trolley', 'Get to the counter']","['Check out the things', 'Bring things to the home']",Check out the things,0
6,0.6666666666666666,"['List out the things you want to buy', 'Get to a shop', 'Take the things you want to buy', 'Put them on to the trolley', 'Get to the counter', 'Check out the things']","['Pay for the shopping', 'List out the things you want to buy']",Pay for the shopping,0
7,0.7777777777777778,"['List out the things you want to buy', 'Get to a shop', 'Take the things you want to buy', 'Put them on to the trolley', 'Get to the counter', 'Check out the things', 'Pay for the shopping']","['Get to a shop', 'Get the bill']",Get the bill,1
8,0.8888888888888888,"['List out the things you want to buy', 'Get to a shop', 'Take the things you want to buy', 'Put them on to the trolley', 'Get to the counter', 'Check out the things', 'Pay for the shopping', 'Get the bill']","['Take the things you want to buy', 'Bring things to the home']",Bring things to the home,1
0,0.0,[],"['Go to checkout lane', 'Drive to store']",Drive to store,1
1,0.14285714285714285,['Drive to store'],"['Go to checkout lane', 'Park car and walk inside']",Park car and walk inside,1
2,0.2857142857142857,"['Drive to store', 'Park car and walk inside']","['Look for the food you want', 'Go to checkout lane']",Look for the food you want,0
3,0.42857142857142855,"['Drive to store', 'Park car and walk inside', 'Look for the food you want']","['Go home', 'Put food in cart']",Put food in cart,1
4,0.5714285714285714,"['Drive to store', 'Park car and walk inside', 'Look for the food you want', 'Put food in cart']","['Go to checkout lane', 'Drive to store']",Go to checkout lane,0
5,0.7142857142857143,"['Drive to store', 'Park car and walk inside', 'Look for the food you want', 'Put food in cart', 'Go to checkout lane']","['Look for the food you want', 'Pay for food']",Pay for food,1
6,0.8571428571428571,"['Drive to store', 'Park car and walk inside', 'Look for the food you want', 'Put food in cart', 'Go to checkout lane', 'Pay for food']","['Drive to store', 'Go home']",Go home,1
0,0.0,[],"['Make a grocery list.', 'Pay the cashier.']",Make a grocery list.,0
1,0.1111111111111111,['Make a grocery list.'],"['Drive to grocery store.', 'Go into store.']",Drive to grocery store.,0
2,0.2222222222222222,"['Make a grocery list.', 'Drive to grocery store.']","['Put groceries in your car', 'Go into store.']",Go into store.,1
3,0.3333333333333333,"['Make a grocery list.', 'Drive to grocery store.', 'Go into store.']","['Make a grocery list.', 'Get everything on your list.']",Get everything on your list.,1
4,0.4444444444444444,"['Make a grocery list.', 'Drive to grocery store.', 'Go into store.', 'Get everything on your list.']","['Go to checkout counter', 'Make a grocery list.']",Go to checkout counter,0
5,0.5555555555555556,"['Make a grocery list.', 'Drive to grocery store.', 'Go into store.', 'Get everything on your list.', 'Go to checkout counter']","['Wait for cashier to finish ringing you up.', 'Drive to grocery store.']",Wait for cashier to finish ringing you up.,0
6,0.6666666666666666,"['Make a grocery list.', 'Drive to grocery store.', 'Go into store.', 'Get everything on your list.', 'Go to checkout counter', 'Wait for cashier to finish ringing you up.']","['Pay the cashier.', 'Put groceries in your car']",Pay the cashier.,0
7,0.7777777777777778,"['Make a grocery list.', 'Drive to grocery store.', 'Go into store.', 'Get everything on your list.', 'Go to checkout counter', 'Wait for cashier to finish ringing you up.', 'Pay the cashier.']","['Get everything on your list.', 'Take all your groceries.']",Take all your groceries.,1
8,0.8888888888888888,"['Make a grocery list.', 'Drive to grocery store.', 'Go into store.', 'Get everything on your list.', 'Go to checkout counter', 'Wait for cashier to finish ringing you up.', 'Pay the cashier.', 'Take all your groceries.']","['Put groceries in your car', 'Drive to grocery store.']",Put groceries in your car,0
0,0.0,[],"['Visit the mall, park the vehicle', 'Refer my list and pick up what is needed from the shelves']","Visit the mall, park the vehicle",0
1,0.1111111111111111,"['Visit the mall, park the vehicle']","['Just have look around for any discounts and offers', 'Enter the shopping place and take a trolley']",Enter the shopping place and take a trolley,1
2,0.2222222222222222,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley']","['Just have look around for any discounts and offers', 'Place in the trolley properly']",Just have look around for any discounts and offers,0
3,0.3333333333333333,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley', 'Just have look around for any discounts and offers']","['Check whether the list is complete', 'Refer my list and pick up what is needed from the shelves']",Refer my list and pick up what is needed from the shelves,1
4,0.4444444444444444,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley', 'Just have look around for any discounts and offers', 'Refer my list and pick up what is needed from the shelves']","['Check for the price and validity', 'Check whether the list is complete']",Check for the price and validity,0
5,0.5555555555555556,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley', 'Just have look around for any discounts and offers', 'Refer my list and pick up what is needed from the shelves', 'Check for the price and validity']","['Visit the mall, park the vehicle', 'Place in the trolley properly']",Place in the trolley properly,1
6,0.6666666666666666,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley', 'Just have look around for any discounts and offers', 'Refer my list and pick up what is needed from the shelves', 'Check for the price and validity', 'Place in the trolley properly']","['Check whether the list is complete', 'Enter the shopping place and take a trolley']",Check whether the list is complete,0
7,0.7777777777777778,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley', 'Just have look around for any discounts and offers', 'Refer my list and pick up what is needed from the shelves', 'Check for the price and validity', 'Place in the trolley properly', 'Check whether the list is complete']","['Visit the mall, park the vehicle', 'Head for the counter']",Head for the counter,1
8,0.8888888888888888,"['Visit the mall, park the vehicle', 'Enter the shopping place and take a trolley', 'Just have look around for any discounts and offers', 'Refer my list and pick up what is needed from the shelves', 'Check for the price and validity', 'Place in the trolley properly', 'Check whether the list is complete', 'Head for the counter']","['Take groceries one by one for billing', 'Just have look around for any discounts and offers']",Take groceries one by one for billing,0
0,0.0,[],"['Pay for items.', 'Check existing stock.']",Check existing stock.,1
1,0.1111111111111111,['Check existing stock.'],"['Make a list of needed items.', 'Proceed to store.']",Make a list of needed items.,0
2,0.2222222222222222,"['Check existing stock.', 'Make a list of needed items.']","['Gather items on list.', 'Proceed to store.']",Proceed to store.,1
3,0.3333333333333333,"['Check existing stock.', 'Make a list of needed items.', 'Proceed to store.']","['retrieve a cart (if necessary)', 'Pay for items.']",retrieve a cart (if necessary),0
4,0.4444444444444444,"['Check existing stock.', 'Make a list of needed items.', 'Proceed to store.', 'retrieve a cart (if necessary)']","['bag items.', 'Gather items on list.']",Gather items on list.,1
5,0.5555555555555556,"['Check existing stock.', 'Make a list of needed items.', 'Proceed to store.', 'retrieve a cart (if necessary)', 'Gather items on list.']","['proceed to checkout.', 'Make a list of needed items.']",proceed to checkout.,0
6,0.6666666666666666,"['Check existing stock.', 'Make a list of needed items.', 'Proceed to store.', 'retrieve a cart (if necessary)', 'Gather items on list.', 'proceed to checkout.']","['Proceed to store.', 'Pay for items.']",Pay for items.,1
7,0.7777777777777778,"['Check existing stock.', 'Make a list of needed items.', 'Proceed to store.', 'retrieve a cart (if necessary)', 'Gather items on list.', 'proceed to checkout.', 'Pay for items.']","['retrieve a cart (if necessary)', 'bag items.']",bag items.,1
8,0.8888888888888888,"['Check existing stock.', 'Make a list of needed items.', 'Proceed to store.', 'retrieve a cart (if necessary)', 'Gather items on list.', 'proceed to checkout.', 'Pay for items.', 'bag items.']","['Proceed to store.', 'return to home with items']",return to home with items,1
0,0.0,[],"['First see that you prepare the entire list for shopping', 'Then shop for the packet items.']",First see that you prepare the entire list for shopping,0
1,0.1111111111111111,['First see that you prepare the entire list for shopping'],"['Bill it in the counter.', 'Double check with the list you prepared is in low quantity or null in your house.']",Double check with the list you prepared is in low quantity or null in your house.,1
2,0.2222222222222222,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.']","['A survey says that without prior list grocery shopping result in excess or double shopping', 'Bill it in the counter.']",A survey says that without prior list grocery shopping result in excess or double shopping,0
3,0.3333333333333333,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.', 'A survey says that without prior list grocery shopping result in excess or double shopping']","['In your favorite store take a trolley if more things to be purchased or a bag for small.', 'Pay for it .']",In your favorite store take a trolley if more things to be purchased or a bag for small.,0
4,0.4444444444444444,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.', 'A survey says that without prior list grocery shopping result in excess or double shopping', 'In your favorite store take a trolley if more things to be purchased or a bag for small.']","['First see that you prepare the entire list for shopping', 'First pick up the bottle things so that it goes in bottom of the trolley.']",First pick up the bottle things so that it goes in bottom of the trolley.,1
5,0.5555555555555556,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.', 'A survey says that without prior list grocery shopping result in excess or double shopping', 'In your favorite store take a trolley if more things to be purchased or a bag for small.', 'First pick up the bottle things so that it goes in bottom of the trolley.']","['First see that you prepare the entire list for shopping', 'Then shop for the packet items.']",Then shop for the packet items.,1
6,0.6666666666666666,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.', 'A survey says that without prior list grocery shopping result in excess or double shopping', 'In your favorite store take a trolley if more things to be purchased or a bag for small.', 'First pick up the bottle things so that it goes in bottom of the trolley.', 'Then shop for the packet items.']","['Pay for it .', ""Now time for oil, milk items so that it won't get crushed by other heavy things.""]","Now time for oil, milk items so that it won't get crushed by other heavy things.",1
7,0.7777777777777778,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.', 'A survey says that without prior list grocery shopping result in excess or double shopping', 'In your favorite store take a trolley if more things to be purchased or a bag for small.', 'First pick up the bottle things so that it goes in bottom of the trolley.', 'Then shop for the packet items.', ""Now time for oil, milk items so that it won't get crushed by other heavy things.""]","['Bill it in the counter.', 'First pick up the bottle things so that it goes in bottom of the trolley.']",Bill it in the counter.,0
8,0.8888888888888888,"['First see that you prepare the entire list for shopping', 'Double check with the list you prepared is in low quantity or null in your house.', 'A survey says that without prior list grocery shopping result in excess or double shopping', 'In your favorite store take a trolley if more things to be purchased or a bag for small.', 'First pick up the bottle things so that it goes in bottom of the trolley.', 'Then shop for the packet items.', ""Now time for oil, milk items so that it won't get crushed by other heavy things."", 'Bill it in the counter.']","['A survey says that without prior list grocery shopping result in excess or double shopping', 'Pay for it .']",Pay for it .,1
0,0.0,[],"['Make a list of what is needed.', 'Drive or walk to the store.']",Make a list of what is needed.,0
1,0.1111111111111111,['Make a list of what is needed.'],"['Go to the check out area.', 'Find a grocery store.']",Find a grocery store.,1
2,0.2222222222222222,"['Make a list of what is needed.', 'Find a grocery store.']","['Drive or walk to the store.', 'Go home.']",Drive or walk to the store.,0
3,0.3333333333333333,"['Make a list of what is needed.', 'Find a grocery store.', 'Drive or walk to the store.']","['Go home.', 'Enter the store.']",Enter the store.,1
4,0.4444444444444444,"['Make a list of what is needed.', 'Find a grocery store.', 'Drive or walk to the store.', 'Enter the store.']","['Go home.', 'Find the items from the list.']",Find the items from the list.,1
5,0.5555555555555556,"['Make a list of what is needed.', 'Find a grocery store.', 'Drive or walk to the store.', 'Enter the store.', 'Find the items from the list.']","['Find a grocery store.', 'Go to the check out area.']",Go to the check out area.,1
6,0.6666666666666666,"['Make a list of what is needed.', 'Find a grocery store.', 'Drive or walk to the store.', 'Enter the store.', 'Find the items from the list.', 'Go to the check out area.']","['Drive or walk to the store.', 'Pay for groceries.']",Pay for groceries.,1
7,0.7777777777777778,"['Make a list of what is needed.', 'Find a grocery store.', 'Drive or walk to the store.', 'Enter the store.', 'Find the items from the list.', 'Go to the check out area.', 'Pay for groceries.']","['Find a grocery store.', 'Leave the store.']",Leave the store.,1
8,0.8888888888888888,"['Make a list of what is needed.', 'Find a grocery store.', 'Drive or walk to the store.', 'Enter the store.', 'Find the items from the list.', 'Go to the check out area.', 'Pay for groceries.', 'Leave the store.']","['Go home.', 'Enter the store.']",Go home.,0
0,0.0,[],"['Find items on the list', 'Prepare grocery list']",Prepare grocery list,1
1,0.1111111111111111,['Prepare grocery list'],"['Place items into basket', 'Go to grocery store']",Go to grocery store,1
2,0.2222222222222222,"['Prepare grocery list', 'Go to grocery store']","['Enter grocery store', 'Place items into basket']",Enter grocery store,0
3,0.3333333333333333,"['Prepare grocery list', 'Go to grocery store', 'Enter grocery store']","['Get a basket', 'Wait in line']",Get a basket,0
4,0.4444444444444444,"['Prepare grocery list', 'Go to grocery store', 'Enter grocery store', 'Get a basket']","['Find items on the list', 'Go to grocery store']",Find items on the list,0
5,0.5555555555555556,"['Prepare grocery list', 'Go to grocery store', 'Enter grocery store', 'Get a basket', 'Find items on the list']","['Place items into basket', 'Prepare grocery list']",Place items into basket,0
6,0.6666666666666666,"['Prepare grocery list', 'Go to grocery store', 'Enter grocery store', 'Get a basket', 'Find items on the list', 'Place items into basket']","['Bring items to checkout', 'Pay the cashier for your items']",Bring items to checkout,0
7,0.7777777777777778,"['Prepare grocery list', 'Go to grocery store', 'Enter grocery store', 'Get a basket', 'Find items on the list', 'Place items into basket', 'Bring items to checkout']","['Wait in line', 'Find items on the list']",Wait in line,0
8,0.8888888888888888,"['Prepare grocery list', 'Go to grocery store', 'Enter grocery store', 'Get a basket', 'Find items on the list', 'Place items into basket', 'Bring items to checkout', 'Wait in line']","['Pay the cashier for your items', 'Go to grocery store']",Pay the cashier for your items,0
0,0.0,[],"['Make list of needed items.', 'Walk aisles with cart and fill with items from list.']",Make list of needed items.,0
1,0.1111111111111111,['Make list of needed items.'],"['Stand in line for register.', 'Get into car.']",Get into car.,1
2,0.2222222222222222,"['Make list of needed items.', 'Get into car.']","['Drive to store.', 'Stand in line for register.']",Drive to store.,0
3,0.3333333333333333,"['Make list of needed items.', 'Get into car.', 'Drive to store.']","['Find cart.', 'Stand in line for register.']",Find cart.,0
4,0.4444444444444444,"['Make list of needed items.', 'Get into car.', 'Drive to store.', 'Find cart.']","['Get into car.', 'Walk aisles with cart and fill with items from list.']",Walk aisles with cart and fill with items from list.,1
5,0.5555555555555556,"['Make list of needed items.', 'Get into car.', 'Drive to store.', 'Find cart.', 'Walk aisles with cart and fill with items from list.']","['Stand in line for register.', 'Get into car.']",Stand in line for register.,0
6,0.6666666666666666,"['Make list of needed items.', 'Get into car.', 'Drive to store.', 'Find cart.', 'Walk aisles with cart and fill with items from list.', 'Stand in line for register.']","['Unload items onto conveyer belt.', 'Find cart.']",Unload items onto conveyer belt.,0
7,0.7777777777777778,"['Make list of needed items.', 'Get into car.', 'Drive to store.', 'Find cart.', 'Walk aisles with cart and fill with items from list.', 'Stand in line for register.', 'Unload items onto conveyer belt.']","['Get into car.', 'Pay cashier.']",Pay cashier.,1
8,0.8888888888888888,"['Make list of needed items.', 'Get into car.', 'Drive to store.', 'Find cart.', 'Walk aisles with cart and fill with items from list.', 'Stand in line for register.', 'Unload items onto conveyer belt.', 'Pay cashier.']","['Pick up bags.', 'Drive to store.']",Pick up bags.,0
0,0.0,[],"['make out a list', 'make out a list']",make out a list,0
1,0.16666666666666666,['make out a list'],"['get out get a cart', 'get your money']",get your money,1
2,0.3333333333333333,"['make out a list', 'get your money']","['get in car', 'get out get a cart']",get in car,0
3,0.5,"['make out a list', 'get your money', 'get in car']","['enter store and buy what is on your list', 'drive to the store']",drive to the store,1
4,0.6666666666666666,"['make out a list', 'get your money', 'get in car', 'drive to the store']","['make out a list', 'get out get a cart']",get out get a cart,1
5,0.8333333333333334,"['make out a list', 'get your money', 'get in car', 'drive to the store', 'get out get a cart']","['enter store and buy what is on your list', 'get in car']",enter store and buy what is on your list,0
0,0.0,[],"['Go up and down the aisles', 'Get into my car']",Get into my car,1
1,0.1111111111111111,['Get into my car'],"['Drive to the grocery store', 'Finally, get any dairy items']",Drive to the grocery store,0
2,0.2222222222222222,"['Get into my car', 'Drive to the grocery store']","['Enter the grocery store and grab a shopping cart', 'Next, go for items like fruit, vegetables, eggs, and bread']",Enter the grocery store and grab a shopping cart,0
3,0.3333333333333333,"['Get into my car', 'Drive to the grocery store', 'Enter the grocery store and grab a shopping cart']","['Finally, get any dairy items', 'Go up and down the aisles']",Go up and down the aisles,1
4,0.4444444444444444,"['Get into my car', 'Drive to the grocery store', 'Enter the grocery store and grab a shopping cart', 'Go up and down the aisles']","['Get into my car', 'Get any non-expiring products first']",Get any non-expiring products first,1
5,0.5555555555555556,"['Get into my car', 'Drive to the grocery store', 'Enter the grocery store and grab a shopping cart', 'Go up and down the aisles', 'Get any non-expiring products first']","['Next, go for items like fruit, vegetables, eggs, and bread', 'Drive to the grocery store']","Next, go for items like fruit, vegetables, eggs, and bread",0
6,0.6666666666666666,"['Get into my car', 'Drive to the grocery store', 'Enter the grocery store and grab a shopping cart', 'Go up and down the aisles', 'Get any non-expiring products first', 'Next, go for items like fruit, vegetables, eggs, and bread']","['Finally, get any dairy items', 'Get into my car']","Finally, get any dairy items",0
7,0.7777777777777778,"['Get into my car', 'Drive to the grocery store', 'Enter the grocery store and grab a shopping cart', 'Go up and down the aisles', 'Get any non-expiring products first', 'Next, go for items like fruit, vegetables, eggs, and bread', 'Finally, get any dairy items']","['Get any non-expiring products first', 'Go to the front of the store to check out']",Go to the front of the store to check out,1
