task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
1,0.14285714285714285,['Buy eggs'],"['Mash eggs with spoon or spatula until done', 'Heat pan on stove']",Heat pan on stove,1
2,0.2857142857142857,"['Buy eggs', 'Heat pan on stove']","['Crack eggs into frying pan', 'Serve eggs']",Crack eggs into frying pan,0
3,0.42857142857142855,"['Buy eggs', 'Heat pan on stove', 'Crack eggs into frying pan']","['Wait a few minutes to let it cook', 'Serve eggs']",Wait a few minutes to let it cook,0
4,0.5714285714285714,"['Buy eggs', 'Heat pan on stove', 'Crack eggs into frying pan', 'Wait a few minutes to let it cook']","['Flip eggs over', 'Heat pan on stove']",Flip eggs over,0
5,0.7142857142857143,"['Buy eggs', 'Heat pan on stove', 'Crack eggs into frying pan', 'Wait a few minutes to let it cook', 'Flip eggs over']","['Mash eggs with spoon or spatula until done', 'Heat pan on stove']",Mash eggs with spoon or spatula until done,0
6,0.8571428571428571,"['Buy eggs', 'Heat pan on stove', 'Crack eggs into frying pan', 'Wait a few minutes to let it cook', 'Flip eggs over', 'Mash eggs with spoon or spatula until done']","['Crack eggs into frying pan', 'Serve eggs']",Serve eggs,1
0,0.0,[],"['Get eggs from fridge', 'Get eggs from fridge']",Get eggs from fridge,1
1,0.1111111111111111,['Get eggs from fridge'],"['Get bowl', 'Place eggs into the frying pan']",Get bowl,0
2,0.2222222222222222,"['Get eggs from fridge', 'Get bowl']","['Get frying pan', 'Crack eggs into bowl']",Crack eggs into bowl,1
3,0.3333333333333333,"['Get eggs from fridge', 'Get bowl', 'Crack eggs into bowl']","['Stir eggs to mix yolk and whites', 'Get eggs from fridge']",Stir eggs to mix yolk and whites,0
4,0.4444444444444444,"['Get eggs from fridge', 'Get bowl', 'Crack eggs into bowl', 'Stir eggs to mix yolk and whites']","['Get frying pan', 'Heat frying pan']",Get frying pan,0
5,0.5555555555555556,"['Get eggs from fridge', 'Get bowl', 'Crack eggs into bowl', 'Stir eggs to mix yolk and whites', 'Get frying pan']","['Place oil in frying pan', 'Place eggs into the frying pan']",Place oil in frying pan,0
6,0.6666666666666666,"['Get eggs from fridge', 'Get bowl', 'Crack eggs into bowl', 'Stir eggs to mix yolk and whites', 'Get frying pan', 'Place oil in frying pan']","['Heat frying pan', 'Get bowl']",Heat frying pan,0
7,0.7777777777777778,"['Get eggs from fridge', 'Get bowl', 'Crack eggs into bowl', 'Stir eggs to mix yolk and whites', 'Get frying pan', 'Place oil in frying pan', 'Heat frying pan']","['Place eggs into the frying pan', 'Stir eggs to mix yolk and whites']",Place eggs into the frying pan,0
8,0.8888888888888888,"['Get eggs from fridge', 'Get bowl', 'Crack eggs into bowl', 'Stir eggs to mix yolk and whites', 'Get frying pan', 'Place oil in frying pan', 'Heat frying pan', 'Place eggs into the frying pan']","['Fry eggs until cooked through', 'Crack eggs into bowl']",Fry eggs until cooked through,0
0,0.0,[],"['Turn on stove', 'Stir gently and allow to settle']",Turn on stove,0
1,0.16666666666666666,['Turn on stove'],"['Place pan on stove', 'Place pan on stove']",Place pan on stove,1
2,0.3333333333333333,"['Turn on stove', 'Place pan on stove']","['Eat scrambled eggs', 'Take eggs and crack into pan']",Take eggs and crack into pan,1
3,0.5,"['Turn on stove', 'Place pan on stove', 'Take eggs and crack into pan']","['Add milk, salt, pepper', 'Eat scrambled eggs']","Add milk, salt, pepper",0
4,0.6666666666666666,"['Turn on stove', 'Place pan on stove', 'Take eggs and crack into pan', 'Add milk, salt, pepper']","['Turn on stove', 'Stir gently and allow to settle']",Stir gently and allow to settle,1
5,0.8333333333333334,"['Turn on stove', 'Place pan on stove', 'Take eggs and crack into pan', 'Add milk, salt, pepper', 'Stir gently and allow to settle']","['Place pan on stove', 'Eat scrambled eggs']",Eat scrambled eggs,1
0,0.0,[],"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'When the oil is shimmering, carefully pour the eggs into the skillet.']","Crack about 2 - 4 eggs into a bowl, depending on amount desired.",0
1,0.125,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.']","['Optional - add salt and pepper to taste.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.']",Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.,1
2,0.25,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.']","['Heat butter or oil in a skillet.  Add only enough to cover the surface.', 'Optional - add salt and pepper to taste.']",Optional - add salt and pepper to taste.,1
3,0.375,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.', 'Optional - add salt and pepper to taste.']","['Whisk eggs briskly with fork or whisk until the whites are no longer visible.', 'When the oil is shimmering, carefully pour the eggs into the skillet.']",Whisk eggs briskly with fork or whisk until the whites are no longer visible.,0
4,0.5,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.', 'Optional - add salt and pepper to taste.', 'Whisk eggs briskly with fork or whisk until the whites are no longer visible.']","['Heat butter or oil in a skillet.  Add only enough to cover the surface.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.']",Heat butter or oil in a skillet.  Add only enough to cover the surface.,0
5,0.625,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.', 'Optional - add salt and pepper to taste.', 'Whisk eggs briskly with fork or whisk until the whites are no longer visible.', 'Heat butter or oil in a skillet.  Add only enough to cover the surface.']","['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'When the oil is shimmering, carefully pour the eggs into the skillet.']","When the oil is shimmering, carefully pour the eggs into the skillet.",1
6,0.75,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.', 'Optional - add salt and pepper to taste.', 'Whisk eggs briskly with fork or whisk until the whites are no longer visible.', 'Heat butter or oil in a skillet.  Add only enough to cover the surface.', 'When the oil is shimmering, carefully pour the eggs into the skillet.']","['Scramble the eggs with a fork, breaking it into spoon-size pieces.', 'Crack about 2 - 4 eggs into a bowl, depending on amount desired.']","Scramble the eggs with a fork, breaking it into spoon-size pieces.",0
7,0.875,"['Crack about 2 - 4 eggs into a bowl, depending on amount desired.', 'Optional - add a teaspoon of sour cream or creme fraiche for fluffy texture.', 'Optional - add salt and pepper to taste.', 'Whisk eggs briskly with fork or whisk until the whites are no longer visible.', 'Heat butter or oil in a skillet.  Add only enough to cover the surface.', 'When the oil is shimmering, carefully pour the eggs into the skillet.', 'Scramble the eggs with a fork, breaking it into spoon-size pieces.']","['Heat butter or oil in a skillet.  Add only enough to cover the surface.', 'Remove from heat and serve.']",Remove from heat and serve.,1
0,0.0,[],"['get eggs, milk, and butter', 'put skillet on medium heat']","get eggs, milk, and butter",0
1,0.1111111111111111,"['get eggs, milk, and butter']","['put skillet on medium heat', 'crack eggs in bowl']",crack eggs in bowl,1
2,0.2222222222222222,"['get eggs, milk, and butter', 'crack eggs in bowl']","['when butter melts, add mixture from bowl', 'add one tablespoon of milk to bowl per egg']",add one tablespoon of milk to bowl per egg,1
3,0.3333333333333333,"['get eggs, milk, and butter', 'crack eggs in bowl', 'add one tablespoon of milk to bowl per egg']","['get eggs, milk, and butter', 'whisk until mixed together']",whisk until mixed together,1
4,0.4444444444444444,"['get eggs, milk, and butter', 'crack eggs in bowl', 'add one tablespoon of milk to bowl per egg', 'whisk until mixed together']","['get eggs, milk, and butter', 'get skillet']",get skillet,1
5,0.5555555555555556,"['get eggs, milk, and butter', 'crack eggs in bowl', 'add one tablespoon of milk to bowl per egg', 'whisk until mixed together', 'get skillet']","['put skillet on medium heat', 'when butter melts, add mixture from bowl']",put skillet on medium heat,0
6,0.6666666666666666,"['get eggs, milk, and butter', 'crack eggs in bowl', 'add one tablespoon of milk to bowl per egg', 'whisk until mixed together', 'get skillet', 'put skillet on medium heat']","['get eggs, milk, and butter', 'put drop of butter in skillet']",put drop of butter in skillet,1
7,0.7777777777777778,"['get eggs, milk, and butter', 'crack eggs in bowl', 'add one tablespoon of milk to bowl per egg', 'whisk until mixed together', 'get skillet', 'put skillet on medium heat', 'put drop of butter in skillet']","['when butter melts, add mixture from bowl', 'whisk until mixed together']","when butter melts, add mixture from bowl",0
8,0.8888888888888888,"['get eggs, milk, and butter', 'crack eggs in bowl', 'add one tablespoon of milk to bowl per egg', 'whisk until mixed together', 'get skillet', 'put skillet on medium heat', 'put drop of butter in skillet', 'when butter melts, add mixture from bowl']","['whisk until mixed together', 'whisk while heating']",whisk while heating,1
0,0.0,[],"['Spray frying pan with non-stick spray.', 'Remove with spatula when done.']",Spray frying pan with non-stick spray.,0
1,0.125,['Spray frying pan with non-stick spray.'],"['Put pan on burner.', 'Put pan on burner.']",Put pan on burner.,0
2,0.25,"['Spray frying pan with non-stick spray.', 'Put pan on burner.']","['Whisk eggs to mix.', 'Turn on heat.']",Turn on heat.,1
3,0.375,"['Spray frying pan with non-stick spray.', 'Put pan on burner.', 'Turn on heat.']","['Crack eggs into bowl.', 'Remove with spatula when done.']",Crack eggs into bowl.,0
4,0.5,"['Spray frying pan with non-stick spray.', 'Put pan on burner.', 'Turn on heat.', 'Crack eggs into bowl.']","['Remove with spatula when done.', 'Whisk eggs to mix.']",Whisk eggs to mix.,1
5,0.625,"['Spray frying pan with non-stick spray.', 'Put pan on burner.', 'Turn on heat.', 'Crack eggs into bowl.', 'Whisk eggs to mix.']","['Spray frying pan with non-stick spray.', 'Put eggs in frying pan.']",Put eggs in frying pan.,1
6,0.75,"['Spray frying pan with non-stick spray.', 'Put pan on burner.', 'Turn on heat.', 'Crack eggs into bowl.', 'Whisk eggs to mix.', 'Put eggs in frying pan.']","['Turn on heat.', 'Stir occasionally.']",Stir occasionally.,1
7,0.875,"['Spray frying pan with non-stick spray.', 'Put pan on burner.', 'Turn on heat.', 'Crack eggs into bowl.', 'Whisk eggs to mix.', 'Put eggs in frying pan.', 'Stir occasionally.']","['Crack eggs into bowl.', 'Remove with spatula when done.']",Remove with spatula when done.,1
0,0.0,[],"['Grab a pan and eggs', 'add butter to pan']",Grab a pan and eggs,0
1,0.1111111111111111,['Grab a pan and eggs'],"['Put pan on stove at medium heat', 'Grab a spatula and plate']",Put pan on stove at medium heat,0
2,0.2222222222222222,"['Grab a pan and eggs', 'Put pan on stove at medium heat']","['Put eggs on plate', 'add butter to pan']",add butter to pan,1
3,0.3333333333333333,"['Grab a pan and eggs', 'Put pan on stove at medium heat', 'add butter to pan']","['Take eggs out of carton', 'Take eggs out of pan']",Take eggs out of carton,0
4,0.4444444444444444,"['Grab a pan and eggs', 'Put pan on stove at medium heat', 'add butter to pan', 'Take eggs out of carton']","['Grab a pan and eggs', 'Crack eggs open in to pan']",Crack eggs open in to pan,1
5,0.5555555555555556,"['Grab a pan and eggs', 'Put pan on stove at medium heat', 'add butter to pan', 'Take eggs out of carton', 'Crack eggs open in to pan']","['Put eggs on plate', 'Wait to cook']",Wait to cook,1
6,0.6666666666666666,"['Grab a pan and eggs', 'Put pan on stove at medium heat', 'add butter to pan', 'Take eggs out of carton', 'Crack eggs open in to pan', 'Wait to cook']","['Take eggs out of carton', 'Grab a spatula and plate']",Grab a spatula and plate,1
7,0.7777777777777778,"['Grab a pan and eggs', 'Put pan on stove at medium heat', 'add butter to pan', 'Take eggs out of carton', 'Crack eggs open in to pan', 'Wait to cook', 'Grab a spatula and plate']","['Put pan on stove at medium heat', 'Take eggs out of pan']",Take eggs out of pan,1
8,0.8888888888888888,"['Grab a pan and eggs', 'Put pan on stove at medium heat', 'add butter to pan', 'Take eggs out of carton', 'Crack eggs open in to pan', 'Wait to cook', 'Grab a spatula and plate', 'Take eggs out of pan']","['Put eggs on plate', 'Grab a pan and eggs']",Put eggs on plate,0
0,0.0,[],"['Add eggs', 'Get frying pan']",Get frying pan,1
1,0.1111111111111111,['Get frying pan'],"['Remove from stove', 'Crack eggs in a bowl']",Crack eggs in a bowl,1
2,0.2222222222222222,"['Get frying pan', 'Crack eggs in a bowl']","['Remove from stove', 'Whisk eggs']",Whisk eggs,1
3,0.3333333333333333,"['Get frying pan', 'Crack eggs in a bowl', 'Whisk eggs']","['Use spatula to break up eggs', 'Melt butter in frying pan']",Melt butter in frying pan,1
4,0.4444444444444444,"['Get frying pan', 'Crack eggs in a bowl', 'Whisk eggs', 'Melt butter in frying pan']","['Get frying pan', 'Add eggs']",Add eggs,1
5,0.5555555555555556,"['Get frying pan', 'Crack eggs in a bowl', 'Whisk eggs', 'Melt butter in frying pan', 'Add eggs']","['Remove from stove', 'Use spatula to break up eggs']",Use spatula to break up eggs,1
6,0.6666666666666666,"['Get frying pan', 'Crack eggs in a bowl', 'Whisk eggs', 'Melt butter in frying pan', 'Add eggs', 'Use spatula to break up eggs']","['Add salt and pepper', 'Whisk eggs']",Add salt and pepper,0
7,0.7777777777777778,"['Get frying pan', 'Crack eggs in a bowl', 'Whisk eggs', 'Melt butter in frying pan', 'Add eggs', 'Use spatula to break up eggs', 'Add salt and pepper']","['Stir until cooked', 'Melt butter in frying pan']",Stir until cooked,0
8,0.8888888888888888,"['Get frying pan', 'Crack eggs in a bowl', 'Whisk eggs', 'Melt butter in frying pan', 'Add eggs', 'Use spatula to break up eggs', 'Add salt and pepper', 'Stir until cooked']","['Crack eggs in a bowl', 'Remove from stove']",Remove from stove,1
0,0.0,[],"['taking eggs out of fridge', 'putting pan on stove']",taking eggs out of fridge,0
1,0.1111111111111111,['taking eggs out of fridge'],"['putting pan on stove', 'putting pan on stove']",putting pan on stove,1
2,0.2222222222222222,"['taking eggs out of fridge', 'putting pan on stove']","['hitting up pan', 'move egg mixture around']",hitting up pan,0
3,0.3333333333333333,"['taking eggs out of fridge', 'putting pan on stove', 'hitting up pan']","['taking eggs out of fridge', 'adding butter to pan']",adding butter to pan,1
4,0.4444444444444444,"['taking eggs out of fridge', 'putting pan on stove', 'hitting up pan', 'adding butter to pan']","['crack egg into bowl', 'taking eggs out of fridge']",crack egg into bowl,0
5,0.5555555555555556,"['taking eggs out of fridge', 'putting pan on stove', 'hitting up pan', 'adding butter to pan', 'crack egg into bowl']","['pour mixture into hot pan', 'add milk to bowl']",add milk to bowl,1
6,0.6666666666666666,"['taking eggs out of fridge', 'putting pan on stove', 'hitting up pan', 'adding butter to pan', 'crack egg into bowl', 'add milk to bowl']","['hitting up pan', 'stir egg and milk together']",stir egg and milk together,1
7,0.7777777777777778,"['taking eggs out of fridge', 'putting pan on stove', 'hitting up pan', 'adding butter to pan', 'crack egg into bowl', 'add milk to bowl', 'stir egg and milk together']","['taking eggs out of fridge', 'pour mixture into hot pan']",pour mixture into hot pan,1
8,0.8888888888888888,"['taking eggs out of fridge', 'putting pan on stove', 'hitting up pan', 'adding butter to pan', 'crack egg into bowl', 'add milk to bowl', 'stir egg and milk together', 'pour mixture into hot pan']","['putting pan on stove', 'move egg mixture around']",move egg mixture around,1
0,0.0,[],"['Get the eggs', 'Put some salt in it']",Get the eggs,0
1,0.1111111111111111,['Get the eggs'],"['Take a shallow bowl', 'Put a frying pan on gas']",Take a shallow bowl,0
2,0.2222222222222222,"['Get the eggs', 'Take a shallow bowl']","['Break the eggs carefully with a spoon', 'Transfer eggs content in frying pan']",Break the eggs carefully with a spoon,0
3,0.3333333333333333,"['Get the eggs', 'Take a shallow bowl', 'Break the eggs carefully with a spoon']","['let the content of the eggs i.e., egg white and yellow get in the bowl', 'Transfer eggs content in frying pan']","let the content of the eggs i.e., egg white and yellow get in the bowl",0
4,0.4444444444444444,"['Get the eggs', 'Take a shallow bowl', 'Break the eggs carefully with a spoon', 'let the content of the eggs i.e., egg white and yellow get in the bowl']","['Transfer eggs content in frying pan', 'stir swiftly with a spoon until mixed nicely']",stir swiftly with a spoon until mixed nicely,1
5,0.5555555555555556,"['Get the eggs', 'Take a shallow bowl', 'Break the eggs carefully with a spoon', 'let the content of the eggs i.e., egg white and yellow get in the bowl', 'stir swiftly with a spoon until mixed nicely']","['Break the eggs carefully with a spoon', 'Put some salt in it']",Put some salt in it,1
6,0.6666666666666666,"['Get the eggs', 'Take a shallow bowl', 'Break the eggs carefully with a spoon', 'let the content of the eggs i.e., egg white and yellow get in the bowl', 'stir swiftly with a spoon until mixed nicely', 'Put some salt in it']","['Get the eggs', 'Put a frying pan on gas']",Put a frying pan on gas,1
7,0.7777777777777778,"['Get the eggs', 'Take a shallow bowl', 'Break the eggs carefully with a spoon', 'let the content of the eggs i.e., egg white and yellow get in the bowl', 'stir swiftly with a spoon until mixed nicely', 'Put some salt in it', 'Put a frying pan on gas']","['Get the eggs', 'Transfer eggs content in frying pan']",Transfer eggs content in frying pan,1
8,0.8888888888888888,"['Get the eggs', 'Take a shallow bowl', 'Break the eggs carefully with a spoon', 'let the content of the eggs i.e., egg white and yellow get in the bowl', 'stir swiftly with a spoon until mixed nicely', 'Put some salt in it', 'Put a frying pan on gas', 'Transfer eggs content in frying pan']","['Put some salt in it', 'Heat it for 6 minutes']",Heat it for 6 minutes,1
0,0.0,[],"['Turn on heating element', 'keep a medium heat']",Turn on heating element,0
1,0.1111111111111111,['Turn on heating element'],"['scramble lightly as you cook', 'Put pan on fire']",Put pan on fire,1
2,0.2222222222222222,"['Turn on heating element', 'Put pan on fire']","['grease pan', 'put egg yolk into pan']",grease pan,0
3,0.3333333333333333,"['Turn on heating element', 'Put pan on fire', 'grease pan']","['crack your egg(s)', 'turn off cooking element']",crack your egg(s),0
4,0.4444444444444444,"['Turn on heating element', 'Put pan on fire', 'grease pan', 'crack your egg(s)']","['turn off cooking element', 'put egg yolk into pan']",put egg yolk into pan,1
5,0.5555555555555556,"['Turn on heating element', 'Put pan on fire', 'grease pan', 'crack your egg(s)', 'put egg yolk into pan']","['turn off cooking element', 'scramble lightly as you cook']",scramble lightly as you cook,1
6,0.6666666666666666,"['Turn on heating element', 'Put pan on fire', 'grease pan', 'crack your egg(s)', 'put egg yolk into pan', 'scramble lightly as you cook']","['keep a medium heat', 'turn off cooking element']",keep a medium heat,0
7,0.7777777777777778,"['Turn on heating element', 'Put pan on fire', 'grease pan', 'crack your egg(s)', 'put egg yolk into pan', 'scramble lightly as you cook', 'keep a medium heat']","['cook to your preferred consistency', 'Put pan on fire']",cook to your preferred consistency,0
8,0.8888888888888888,"['Turn on heating element', 'Put pan on fire', 'grease pan', 'crack your egg(s)', 'put egg yolk into pan', 'scramble lightly as you cook', 'keep a medium heat', 'cook to your preferred consistency']","['turn off cooking element', 'Put pan on fire']",turn off cooking element,0
0,0.0,[],"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs']",Retrieve eggs from refrigerator,0
1,0.1111111111111111,['Retrieve eggs from refrigerator'],"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs']",Pull out desired number of eggs,1
2,0.2222222222222222,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs']","['Get a bowl', 'Get pan']",Get a bowl,0
3,0.3333333333333333,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs', 'Get a bowl']","['Get a fork', 'Retrieve eggs from refrigerator']",Get a fork,0
4,0.4444444444444444,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs', 'Get a bowl', 'Get a fork']","['Whisk eggs with fork', 'Crack desired eggs into bowl']",Crack desired eggs into bowl,1
5,0.5555555555555556,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs', 'Get a bowl', 'Get a fork', 'Crack desired eggs into bowl']","['Fish out shell bits', 'Get a bowl']",Fish out shell bits,0
6,0.6666666666666666,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs', 'Get a bowl', 'Get a fork', 'Crack desired eggs into bowl', 'Fish out shell bits']","['Whisk eggs with fork', 'Pull out desired number of eggs']",Whisk eggs with fork,0
7,0.7777777777777778,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs', 'Get a bowl', 'Get a fork', 'Crack desired eggs into bowl', 'Fish out shell bits', 'Whisk eggs with fork']","['Pull out desired number of eggs', 'Get pan']",Get pan,1
8,0.8888888888888888,"['Retrieve eggs from refrigerator', 'Pull out desired number of eggs', 'Get a bowl', 'Get a fork', 'Crack desired eggs into bowl', 'Fish out shell bits', 'Whisk eggs with fork', 'Get pan']","['Get a fork', 'Put on stove']",Put on stove,1
0,0.0,[],"['Spray a pan with cooking spray', 'Take eggs from fridge']",Take eggs from fridge,1
1,0.16666666666666666,['Take eggs from fridge'],"['Turn on stove', 'Spray a pan with cooking spray']",Spray a pan with cooking spray,1
2,0.3333333333333333,"['Take eggs from fridge', 'Spray a pan with cooking spray']","['Place pan on stove', 'Turn on stove']",Place pan on stove,0
3,0.5,"['Take eggs from fridge', 'Spray a pan with cooking spray', 'Place pan on stove']","['Crack eggs in pan', 'Stir with spatula until firm']",Crack eggs in pan,0
4,0.6666666666666666,"['Take eggs from fridge', 'Spray a pan with cooking spray', 'Place pan on stove', 'Crack eggs in pan']","['Take eggs from fridge', 'Turn on stove']",Turn on stove,1
5,0.8333333333333334,"['Take eggs from fridge', 'Spray a pan with cooking spray', 'Place pan on stove', 'Crack eggs in pan', 'Turn on stove']","['Spray a pan with cooking spray', 'Stir with spatula until firm']",Stir with spatula until firm,1
0,0.0,[],"['Break two eggs in a bowl', 'Start cooking eggs']",Break two eggs in a bowl,0
1,0.14285714285714285,['Break two eggs in a bowl'],"['Get a whisk', 'Start cooking eggs']",Get a whisk,0
2,0.2857142857142857,"['Break two eggs in a bowl', 'Get a whisk']","['Once eggs are slightly runny put them on plate', 'Whisk eggs together till they are light and fluffy']",Whisk eggs together till they are light and fluffy,1
3,0.42857142857142855,"['Break two eggs in a bowl', 'Get a whisk', 'Whisk eggs together till they are light and fluffy']","['Add salt and pepper', 'Add a bit of milk']",Add a bit of milk,1
4,0.5714285714285714,"['Break two eggs in a bowl', 'Get a whisk', 'Whisk eggs together till they are light and fluffy', 'Add a bit of milk']","['Start cooking eggs', 'Get a whisk']",Start cooking eggs,0
5,0.7142857142857143,"['Break two eggs in a bowl', 'Get a whisk', 'Whisk eggs together till they are light and fluffy', 'Add a bit of milk', 'Start cooking eggs']","['Add salt and pepper', 'Get a whisk']",Add salt and pepper,0
6,0.8571428571428571,"['Break two eggs in a bowl', 'Get a whisk', 'Whisk eggs together till they are light and fluffy', 'Add a bit of milk', 'Start cooking eggs', 'Add salt and pepper']","['Whisk eggs together till they are light and fluffy', 'Once eggs are slightly runny put them on plate']",Once eggs are slightly runny put them on plate,1
0,0.0,[],"['Beat eggs, milk, salt and pepper in bowl until blended', 'As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.']","Beat eggs, milk, salt and pepper in bowl until blended",0
1,0.14285714285714285,"['Beat eggs, milk, salt and pepper in bowl until blended']","['Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture', 'Now taste it, how good really it is.']",Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture,0
2,0.2857142857142857,"['Beat eggs, milk, salt and pepper in bowl until blended', 'Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture']","['Share with our kids', 'As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.']","As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.",1
3,0.42857142857142855,"['Beat eggs, milk, salt and pepper in bowl until blended', 'Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture', 'As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.']","['Share with our kids', 'Now off the Pan, and make it as half of the hot']","Now off the Pan, and make it as half of the hot",1
4,0.5714285714285714,"['Beat eggs, milk, salt and pepper in bowl until blended', 'Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture', 'As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.', 'Now off the Pan, and make it as half of the hot']","['Now taste it, how good really it is.', 'Wash all the dishes']","Now taste it, how good really it is.",0
5,0.7142857142857143,"['Beat eggs, milk, salt and pepper in bowl until blended', 'Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture', 'As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.', 'Now off the Pan, and make it as half of the hot', 'Now taste it, how good really it is.']","['Beat eggs, milk, salt and pepper in bowl until blended', 'Share with our kids']",Share with our kids,1
6,0.8571428571428571,"['Beat eggs, milk, salt and pepper in bowl until blended', 'Heat butter in large nonstick skillet over medium heat until hot. pour in egg mixture', 'As eggs begin to set, Gently pull the eggs across the pan with an inverted turner.', 'Now off the Pan, and make it as half of the hot', 'Now taste it, how good really it is.', 'Share with our kids']","['Beat eggs, milk, salt and pepper in bowl until blended', 'Wash all the dishes']",Wash all the dishes,1
0,0.0,[],"['Take egg carton from refrigerator.', 'Cook in pan, using spatula to flip and turn eggs']",Take egg carton from refrigerator.,0
1,0.1111111111111111,['Take egg carton from refrigerator.'],"['Put pan on stove and turn burner on', 'with a fork break up the egg yolks and mix in pan until mixture is uniform yellow texture']",Put pan on stove and turn burner on,0
2,0.2222222222222222,"['Take egg carton from refrigerator.', 'Put pan on stove and turn burner on']","['with a fork break up the egg yolks and mix in pan until mixture is uniform yellow texture', 'grease pan with butter']",grease pan with butter,1
3,0.3333333333333333,"['Take egg carton from refrigerator.', 'Put pan on stove and turn burner on', 'grease pan with butter']","['Remove 2 or 3 eggs from carton.', 'Cook in pan, using spatula to flip and turn eggs']",Remove 2 or 3 eggs from carton.,0
4,0.4444444444444444,"['Take egg carton from refrigerator.', 'Put pan on stove and turn burner on', 'grease pan with butter', 'Remove 2 or 3 eggs from carton.']","['crack them over the pan', 'Put pan on stove and turn burner on']",crack them over the pan,0
