task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
2,0.25,"['walk to bus stop', 'when bus arrives, enter']","['climb bus steps', 'go to door']",climb bus steps,0
3,0.375,"['walk to bus stop', 'when bus arrives, enter', 'climb bus steps']","['walk to bus stop', 'pay fare']",pay fare,1
4,0.5,"['walk to bus stop', 'when bus arrives, enter', 'climb bus steps', 'pay fare']","['go to door', 'take available seat']",take available seat,1
5,0.625,"['walk to bus stop', 'when bus arrives, enter', 'climb bus steps', 'pay fare', 'take available seat']","['ride', 'when bus arrives, enter']",ride,0
6,0.75,"['walk to bus stop', 'when bus arrives, enter', 'climb bus steps', 'pay fare', 'take available seat', 'ride']","['climb bus steps', 'signal by bell for stop']",signal by bell for stop,1
7,0.875,"['walk to bus stop', 'when bus arrives, enter', 'climb bus steps', 'pay fare', 'take available seat', 'ride', 'signal by bell for stop']","['when bus arrives, enter', 'go to door']",go to door,1
0,0.0,[],"['Pick a seat', 'Go to a bus stop']",Go to a bus stop,1
1,0.14285714285714285,['Go to a bus stop'],"['Wait for the bus to arrive', 'Wait for the bus to arrive']",Wait for the bus to arrive,1
2,0.2857142857142857,"['Go to a bus stop', 'Wait for the bus to arrive']","['Pick a seat', 'Get on the bus']",Get on the bus,1
3,0.42857142857142855,"['Go to a bus stop', 'Wait for the bus to arrive', 'Get on the bus']","['Go to a bus stop', 'Give your money to the driver']",Give your money to the driver,1
4,0.5714285714285714,"['Go to a bus stop', 'Wait for the bus to arrive', 'Get on the bus', 'Give your money to the driver']","['Pick a seat', 'Wait for the bus to arrive']",Pick a seat,0
5,0.7142857142857143,"['Go to a bus stop', 'Wait for the bus to arrive', 'Get on the bus', 'Give your money to the driver', 'Pick a seat']","['Go to a bus stop', 'Sit down']",Sit down,1
6,0.8571428571428571,"['Go to a bus stop', 'Wait for the bus to arrive', 'Get on the bus', 'Give your money to the driver', 'Pick a seat', 'Sit down']","['Give your money to the driver', 'Watch until you see your stop to get off']",Watch until you see your stop to get off,1
0,0.0,[],"['sit in seat', 'wait for bus']",wait for bus,1
1,0.2,['wait for bus'],"['step onto bus when arrives', 'step onto bus when arrives']",step onto bus when arrives,1
2,0.4,"['wait for bus', 'step onto bus when arrives']","['pay bus fair', 'sit in seat']",pay bus fair,0
3,0.6,"['wait for bus', 'step onto bus when arrives', 'pay bus fair']","['wait for bus', 'starting walking to seat on bus']",starting walking to seat on bus,1
4,0.8,"['wait for bus', 'step onto bus when arrives', 'pay bus fair', 'starting walking to seat on bus']","['sit in seat', 'step onto bus when arrives']",sit in seat,0
0,0.0,[],"['Pay the fee', 'Get a bus schedule']",Get a bus schedule,1
1,0.125,['Get a bus schedule'],"['Wait for the bus', 'Decide which bus']",Decide which bus,1
2,0.25,"['Get a bus schedule', 'Decide which bus']","['Sit down', 'Wait for the bus']",Wait for the bus,1
3,0.375,"['Get a bus schedule', 'Decide which bus', 'Wait for the bus']","['Get a bus schedule', 'Get on the bus']",Get on the bus,1
4,0.5,"['Get a bus schedule', 'Decide which bus', 'Wait for the bus', 'Get on the bus']","['Pay the fee', 'Wait for your stop']",Pay the fee,0
5,0.625,"['Get a bus schedule', 'Decide which bus', 'Wait for the bus', 'Get on the bus', 'Pay the fee']","['Sit down', 'Get a bus schedule']",Sit down,0
6,0.75,"['Get a bus schedule', 'Decide which bus', 'Wait for the bus', 'Get on the bus', 'Pay the fee', 'Sit down']","['Wait for your stop', 'Get a bus schedule']",Wait for your stop,0
7,0.875,"['Get a bus schedule', 'Decide which bus', 'Wait for the bus', 'Get on the bus', 'Pay the fee', 'Sit down', 'Wait for your stop']","['Say thank you to the driver', 'Get a bus schedule']",Say thank you to the driver,0
0,0.0,[],"['Make sure you have money', 'Pay for your fare']",Make sure you have money,0
1,0.2,['Make sure you have money'],"['Get on bus', 'Get on bus']",Get on bus,1
2,0.4,"['Make sure you have money', 'Get on bus']","['Pay for your fare', 'Depart when you arrive at your destination']",Pay for your fare,0
3,0.6,"['Make sure you have money', 'Get on bus', 'Pay for your fare']","['Sit down', 'Make sure you have money']",Sit down,0
4,0.8,"['Make sure you have money', 'Get on bus', 'Pay for your fare', 'Sit down']","['Get on bus', 'Depart when you arrive at your destination']",Depart when you arrive at your destination,1
0,0.0,[],"['Go to the bus stop/Bus stand', 'When your bus comes climb in it']",Go to the bus stop/Bus stand,0
1,0.16666666666666666,['Go to the bus stop/Bus stand'],"['When your bus comes climb in it', 'Keep looking for your bus']",Keep looking for your bus,1
2,0.3333333333333333,"['Go to the bus stop/Bus stand', 'Keep looking for your bus']","['Get down once the destination is reached', 'When your bus comes climb in it']",When your bus comes climb in it,1
3,0.5,"['Go to the bus stop/Bus stand', 'Keep looking for your bus', 'When your bus comes climb in it']","['Go to the bus stop/Bus stand', 'Buy ticket for your destination']",Buy ticket for your destination,1
4,0.6666666666666666,"['Go to the bus stop/Bus stand', 'Keep looking for your bus', 'When your bus comes climb in it', 'Buy ticket for your destination']","['Sit on a seat', 'Go to the bus stop/Bus stand']",Sit on a seat,0
5,0.8333333333333334,"['Go to the bus stop/Bus stand', 'Keep looking for your bus', 'When your bus comes climb in it', 'Buy ticket for your destination', 'Sit on a seat']","['Get down once the destination is reached', 'Keep looking for your bus']",Get down once the destination is reached,0
0,0.0,[],"['Walk to bus stop', 'Walk to bus stop']",Walk to bus stop,1
1,0.16666666666666666,['Walk to bus stop'],"['Wait for bus', 'Ride to destination']",Wait for bus,0
2,0.3333333333333333,"['Walk to bus stop', 'Wait for bus']","['Step onto arriving bus', 'Find seat on bus']",Step onto arriving bus,0
3,0.5,"['Walk to bus stop', 'Wait for bus', 'Step onto arriving bus']","['Swipe bus pass', 'Ride to destination']",Swipe bus pass,0
4,0.6666666666666666,"['Walk to bus stop', 'Wait for bus', 'Step onto arriving bus', 'Swipe bus pass']","['Walk to bus stop', 'Find seat on bus']",Find seat on bus,1
5,0.8333333333333334,"['Walk to bus stop', 'Wait for bus', 'Step onto arriving bus', 'Swipe bus pass', 'Find seat on bus']","['Ride to destination', 'Walk to bus stop']",Ride to destination,0
0,0.0,[],"['Wait for the Bus', 'Figure out the place you want to reach']",Figure out the place you want to reach,1
1,0.125,['Figure out the place you want to reach'],"['Bus arrives', 'Go to the bus stop']",Go to the bus stop,1
2,0.25,"['Figure out the place you want to reach', 'Go to the bus stop']","['Take the tickets', 'Wait for the Bus']",Wait for the Bus,1
3,0.375,"['Figure out the place you want to reach', 'Go to the bus stop', 'Wait for the Bus']","['Bus arrives', 'Take a seat']",Bus arrives,0
4,0.5,"['Figure out the place you want to reach', 'Go to the bus stop', 'Wait for the Bus', 'Bus arrives']","['Figure out the place you want to reach', 'Get into the bus']",Get into the bus,1
5,0.625,"['Figure out the place you want to reach', 'Go to the bus stop', 'Wait for the Bus', 'Bus arrives', 'Get into the bus']","['Take a seat', 'Go to the bus stop']",Take a seat,0
6,0.75,"['Figure out the place you want to reach', 'Go to the bus stop', 'Wait for the Bus', 'Bus arrives', 'Get into the bus', 'Take a seat']","['Wait for the Bus', 'Take the tickets']",Take the tickets,1
7,0.875,"['Figure out the place you want to reach', 'Go to the bus stop', 'Wait for the Bus', 'Bus arrives', 'Get into the bus', 'Take a seat', 'Take the tickets']","['Pay for the ride', 'Get into the bus']",Pay for the ride,0
0,0.0,[],"['Step on bus', 'Walk to bus stop']",Walk to bus stop,1
1,0.2,['Walk to bus stop'],"['Wait for bus', 'Walk to bus stop']",Wait for bus,0
2,0.4,"['Walk to bus stop', 'Wait for bus']","['Take your seat', 'Step on bus']",Step on bus,1
3,0.6,"['Walk to bus stop', 'Wait for bus', 'Step on bus']","['Walk to bus stop', 'Pay the bus driver']",Pay the bus driver,1
4,0.8,"['Walk to bus stop', 'Wait for bus', 'Step on bus', 'Pay the bus driver']","['Take your seat', 'Wait for bus']",Take your seat,0
0,0.0,[],"['Wait at bus stop', 'Sit down']",Wait at bus stop,0
1,0.14285714285714285,['Wait at bus stop'],"['Sit down', 'Get on bus']",Get on bus,1
2,0.2857142857142857,"['Wait at bus stop', 'Get on bus']","['Show bus driver your ticket', 'Sit down']",Show bus driver your ticket,0
3,0.42857142857142855,"['Wait at bus stop', 'Get on bus', 'Show bus driver your ticket']","['Find an open seat', 'Get off at your stop']",Find an open seat,0
4,0.5714285714285714,"['Wait at bus stop', 'Get on bus', 'Show bus driver your ticket', 'Find an open seat']","['Get on bus', 'Sit down']",Sit down,1
5,0.7142857142857143,"['Wait at bus stop', 'Get on bus', 'Show bus driver your ticket', 'Find an open seat', 'Sit down']","['Show bus driver your ticket', 'Wait for bus to reach your stop']",Wait for bus to reach your stop,1
6,0.8571428571428571,"['Wait at bus stop', 'Get on bus', 'Show bus driver your ticket', 'Find an open seat', 'Sit down', 'Wait for bus to reach your stop']","['Get off at your stop', 'Get on bus']",Get off at your stop,0
0,0.0,[],"['pay the driver', 'Get dressed']",Get dressed,1
1,0.125,['Get dressed'],"['exit bus when arrive', 'go to the nearest bus stop']",go to the nearest bus stop,1
2,0.25,"['Get dressed', 'go to the nearest bus stop']","['wait for the bus', 'sit down']",wait for the bus,0
3,0.375,"['Get dressed', 'go to the nearest bus stop', 'wait for the bus']","['Get dressed', 'when it arrives get on']",when it arrives get on,1
4,0.5,"['Get dressed', 'go to the nearest bus stop', 'wait for the bus', 'when it arrives get on']","['tell the driver where you are going', 'go to the nearest bus stop']",tell the driver where you are going,0
5,0.625,"['Get dressed', 'go to the nearest bus stop', 'wait for the bus', 'when it arrives get on', 'tell the driver where you are going']","['pay the driver', 'go to the nearest bus stop']",pay the driver,0
6,0.75,"['Get dressed', 'go to the nearest bus stop', 'wait for the bus', 'when it arrives get on', 'tell the driver where you are going', 'pay the driver']","['sit down', 'go to the nearest bus stop']",sit down,0
7,0.875,"['Get dressed', 'go to the nearest bus stop', 'wait for the bus', 'when it arrives get on', 'tell the driver where you are going', 'pay the driver', 'sit down']","['exit bus when arrive', 'go to the nearest bus stop']",exit bus when arrive,0
0,0.0,[],"['When bus arrives, step on board.', 'Grab purse, jacket, and other items needed for the day.']","Grab purse, jacket, and other items needed for the day.",1
1,0.125,"['Grab purse, jacket, and other items needed for the day.']","['When your stop approaches, pull cord.', 'Go to bus stop.']",Go to bus stop.,1
2,0.25,"['Grab purse, jacket, and other items needed for the day.', 'Go to bus stop.']","['Stand, exit bus.', 'When bus arrives, step on board.']","When bus arrives, step on board.",1
3,0.375,"['Grab purse, jacket, and other items needed for the day.', 'Go to bus stop.', 'When bus arrives, step on board.']","['Grab purse, jacket, and other items needed for the day.', 'Drop change into money machine.']",Drop change into money machine.,1
4,0.5,"['Grab purse, jacket, and other items needed for the day.', 'Go to bus stop.', 'When bus arrives, step on board.', 'Drop change into money machine.']","['When your stop approaches, pull cord.', 'Find empty seat to sit in.']",Find empty seat to sit in.,1
5,0.625,"['Grab purse, jacket, and other items needed for the day.', 'Go to bus stop.', 'When bus arrives, step on board.', 'Drop change into money machine.', 'Find empty seat to sit in.']","['When bus arrives, step on board.', 'Watch stops out window.']",Watch stops out window.,1
6,0.75,"['Grab purse, jacket, and other items needed for the day.', 'Go to bus stop.', 'When bus arrives, step on board.', 'Drop change into money machine.', 'Find empty seat to sit in.', 'Watch stops out window.']","['When your stop approaches, pull cord.', 'When bus arrives, step on board.']","When your stop approaches, pull cord.",0
7,0.875,"['Grab purse, jacket, and other items needed for the day.', 'Go to bus stop.', 'When bus arrives, step on board.', 'Drop change into money machine.', 'Find empty seat to sit in.', 'Watch stops out window.', 'When your stop approaches, pull cord.']","['Find empty seat to sit in.', 'Stand, exit bus.']","Stand, exit bus.",1
0,0.0,[],"['Pay the toll', 'Wait at bus stop']",Wait at bus stop,1
1,0.14285714285714285,['Wait at bus stop'],"['When bus comes wait for doors to open', 'Sit in seat']",When bus comes wait for doors to open,0
2,0.2857142857142857,"['Wait at bus stop', 'When bus comes wait for doors to open']","['Pay the toll', 'Sit in seat']",Pay the toll,0
3,0.42857142857142855,"['Wait at bus stop', 'When bus comes wait for doors to open', 'Pay the toll']","['Go through doors and up the steps', 'Sit in seat']",Go through doors and up the steps,0
4,0.5714285714285714,"['Wait at bus stop', 'When bus comes wait for doors to open', 'Pay the toll', 'Go through doors and up the steps']","['Walk down center of bus to find a seat', 'Once you arrive at destination, get off the bus']",Walk down center of bus to find a seat,0
5,0.7142857142857143,"['Wait at bus stop', 'When bus comes wait for doors to open', 'Pay the toll', 'Go through doors and up the steps', 'Walk down center of bus to find a seat']","['When bus comes wait for doors to open', 'Sit in seat']",Sit in seat,1
6,0.8571428571428571,"['Wait at bus stop', 'When bus comes wait for doors to open', 'Pay the toll', 'Go through doors and up the steps', 'Walk down center of bus to find a seat', 'Sit in seat']","['Once you arrive at destination, get off the bus', 'When bus comes wait for doors to open']","Once you arrive at destination, get off the bus",0
0,0.0,[],"['Wait at bus stop', 'Get on bus']",Wait at bus stop,0
1,0.125,['Wait at bus stop'],"['Retrieve ticket from machine', 'Bus arrives']",Bus arrives,1
2,0.25,"['Wait at bus stop', 'Bus arrives']","['Get on bus', 'Wait for bus stop destination']",Get on bus,0
3,0.375,"['Wait at bus stop', 'Bus arrives', 'Get on bus']","['Retrieve ticket from machine', 'Get off bus']",Retrieve ticket from machine,0
4,0.5,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Retrieve ticket from machine']","['Bus arrives', 'Find a seat']",Find a seat,1
5,0.625,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Retrieve ticket from machine', 'Find a seat']","['Wait for bus stop destination', 'Get off bus']",Wait for bus stop destination,0
6,0.75,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Retrieve ticket from machine', 'Find a seat', 'Wait for bus stop destination']","['Press stop button', 'Retrieve ticket from machine']",Press stop button,0
7,0.875,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Retrieve ticket from machine', 'Find a seat', 'Wait for bus stop destination', 'Press stop button']","['Find a seat', 'Get off bus']",Get off bus,1
0,0.0,[],"[""Arrive at bus stop prior to bus's arrival."", ""Arrive at bus stop prior to bus's arrival.""]",Arrive at bus stop prior to bus's arrival.,0
1,0.16666666666666666,"[""Arrive at bus stop prior to bus's arrival.""]","['Wait for bus to arrive.', 'Wait for bus to arrive.']",Wait for bus to arrive.,1
2,0.3333333333333333,"[""Arrive at bus stop prior to bus's arrival."", 'Wait for bus to arrive.']","['Board bus.', 'Wait for your stop.']",Board bus.,0
3,0.5,"[""Arrive at bus stop prior to bus's arrival."", 'Wait for bus to arrive.', 'Board bus.']","['Find a seat if available or stand if necessary.', ""Arrive at bus stop prior to bus's arrival.""]",Find a seat if available or stand if necessary.,0
4,0.6666666666666666,"[""Arrive at bus stop prior to bus's arrival."", 'Wait for bus to arrive.', 'Board bus.', 'Find a seat if available or stand if necessary.']","['Wait for bus to arrive.', 'Wait for your stop.']",Wait for your stop.,1
5,0.8333333333333334,"[""Arrive at bus stop prior to bus's arrival."", 'Wait for bus to arrive.', 'Board bus.', 'Find a seat if available or stand if necessary.', 'Wait for your stop.']","['Get off bus when doors open.', 'Board bus.']",Get off bus when doors open.,0
0,0.0,[],"['Pay the fare.', 'Check to bus schedule to see when the bus is running.']",Check to bus schedule to see when the bus is running.,1
1,0.14285714285714285,['Check to bus schedule to see when the bus is running.'],"['Find a vacant seat (if possible).', 'Walk to the bus stop.']",Walk to the bus stop.,1
2,0.2857142857142857,"['Check to bus schedule to see when the bus is running.', 'Walk to the bus stop.']","['Make sure that you have your bus fair ready.', 'Pay the fare.']",Make sure that you have your bus fair ready.,0
3,0.42857142857142855,"['Check to bus schedule to see when the bus is running.', 'Walk to the bus stop.', 'Make sure that you have your bus fair ready.']","['Get onto the bus when it reaches the stop.', 'Check to bus schedule to see when the bus is running.']",Get onto the bus when it reaches the stop.,0
4,0.5714285714285714,"['Check to bus schedule to see when the bus is running.', 'Walk to the bus stop.', 'Make sure that you have your bus fair ready.', 'Get onto the bus when it reaches the stop.']","['Pay the fare.', 'Walk to the bus stop.']",Pay the fare.,0
5,0.7142857142857143,"['Check to bus schedule to see when the bus is running.', 'Walk to the bus stop.', 'Make sure that you have your bus fair ready.', 'Get onto the bus when it reaches the stop.', 'Pay the fare.']","['Find a vacant seat (if possible).', 'Make sure that you have your bus fair ready.']",Find a vacant seat (if possible).,0
6,0.8571428571428571,"['Check to bus schedule to see when the bus is running.', 'Walk to the bus stop.', 'Make sure that you have your bus fair ready.', 'Get onto the bus when it reaches the stop.', 'Pay the fare.', 'Find a vacant seat (if possible).']","['Get onto the bus when it reaches the stop.', 'Exit the bus at your desired location.']",Exit the bus at your desired location.,1
0,0.0,[],"['Board the bus', 'Find bus schedule information']",Find bus schedule information,1
1,0.16666666666666666,['Find bus schedule information'],"['Go to the bus station', 'Board the bus']",Go to the bus station,0
2,0.3333333333333333,"['Find bus schedule information', 'Go to the bus station']","['Take a seat in the bus', 'Pay for fare']",Pay for fare,1
3,0.5,"['Find bus schedule information', 'Go to the bus station', 'Pay for fare']","['Board the bus', 'Ride on the bus']",Board the bus,0
4,0.6666666666666666,"['Find bus schedule information', 'Go to the bus station', 'Pay for fare', 'Board the bus']","['Find bus schedule information', 'Take a seat in the bus']",Take a seat in the bus,1
5,0.8333333333333334,"['Find bus schedule information', 'Go to the bus station', 'Pay for fare', 'Board the bus', 'Take a seat in the bus']","['Ride on the bus', 'Find bus schedule information']",Ride on the bus,0
0,0.0,[],"['Wait for bus at bus stop', 'Sit or stand to location']",Wait for bus at bus stop,0
1,0.16666666666666666,['Wait for bus at bus stop'],"['Sit or stand to location', 'Get on bus']",Get on bus,1
2,0.3333333333333333,"['Wait for bus at bus stop', 'Get on bus']","['Wait for stop', 'Give money']",Give money,1
3,0.5,"['Wait for bus at bus stop', 'Get on bus', 'Give money']","['Wait for bus at bus stop', 'Sit or stand to location']",Sit or stand to location,1
4,0.6666666666666666,"['Wait for bus at bus stop', 'Get on bus', 'Give money', 'Sit or stand to location']","['Get on bus', 'Wait for stop']",Wait for stop,1
5,0.8333333333333334,"['Wait for bus at bus stop', 'Get on bus', 'Give money', 'Sit or stand to location', 'Wait for stop']","['Get off bus', 'Give money']",Get off bus,0
0,0.0,[],"['Buy bus ticket', 'Enter bus']",Buy bus ticket,0
1,0.16666666666666666,['Buy bus ticket'],"['Go to bus station', 'Go to bus station']",Go to bus station,0
2,0.3333333333333333,"['Buy bus ticket', 'Go to bus station']","['Wait for correct stop', 'Wait for bus']",Wait for bus,1
3,0.5,"['Buy bus ticket', 'Go to bus station', 'Wait for bus']","['Enter bus', 'Leave bus']",Enter bus,0
4,0.6666666666666666,"['Buy bus ticket', 'Go to bus station', 'Wait for bus', 'Enter bus']","['Buy bus ticket', 'Wait for correct stop']",Wait for correct stop,1
5,0.8333333333333334,"['Buy bus ticket', 'Go to bus station', 'Wait for bus', 'Enter bus', 'Wait for correct stop']","['Buy bus ticket', 'Leave bus']",Leave bus,1
0,0.0,[],"['choose the route you want to take', 'choose the route you want to take']",choose the route you want to take,1
1,0.125,['choose the route you want to take'],"['find the bus stop', 'receive ticket']",find the bus stop,0
2,0.25,"['choose the route you want to take', 'find the bus stop']","['receive ticket', 'wait for the bus']",wait for the bus,1
3,0.375,"['choose the route you want to take', 'find the bus stop', 'wait for the bus']","['receive ticket', 'make sure you have exact change for fare']",make sure you have exact change for fare,1
4,0.5,"['choose the route you want to take', 'find the bus stop', 'wait for the bus', 'make sure you have exact change for fare']","['board bus', 'receive ticket']",board bus,0
5,0.625,"['choose the route you want to take', 'find the bus stop', 'wait for the bus', 'make sure you have exact change for fare', 'board bus']","['give your fare to the bus driver', 'find the bus stop']",give your fare to the bus driver,0
6,0.75,"['choose the route you want to take', 'find the bus stop', 'wait for the bus', 'make sure you have exact change for fare', 'board bus', 'give your fare to the bus driver']","['find the bus stop', 'receive ticket']",receive ticket,1
7,0.875,"['choose the route you want to take', 'find the bus stop', 'wait for the bus', 'make sure you have exact change for fare', 'board bus', 'give your fare to the bus driver', 'receive ticket']","['pay attention for your stop', 'choose the route you want to take']",pay attention for your stop,0
0,0.0,[],"['Find a seat', 'Wait at bus stop']",Wait at bus stop,1
1,0.125,['Wait at bus stop'],"['Get off bus', 'Bus arrives']",Bus arrives,1
2,0.25,"['Wait at bus stop', 'Bus arrives']","['Find a seat', 'Get on bus']",Get on bus,1
3,0.375,"['Wait at bus stop', 'Bus arrives', 'Get on bus']","['Pay bus fare', 'Wait at bus stop']",Pay bus fare,0
4,0.5,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Pay bus fare']","['Bus arrives', 'Find a seat']",Find a seat,1
5,0.625,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Pay bus fare', 'Find a seat']","['Bus leaves', 'Wait at bus stop']",Bus leaves,0
6,0.75,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Pay bus fare', 'Find a seat', 'Bus leaves']","['Pay bus fare', 'Bus stops at your destination']",Bus stops at your destination,1
7,0.875,"['Wait at bus stop', 'Bus arrives', 'Get on bus', 'Pay bus fare', 'Find a seat', 'Bus leaves', 'Bus stops at your destination']","['Bus arrives', 'Get off bus']",Get off bus,1
0,0.0,[],"['Get off bus', 'Go to bus stop']",Go to bus stop,1
1,0.16666666666666666,['Go to bus stop'],"['Wait for bus to arrive', 'Get off bus']",Wait for bus to arrive,0
2,0.3333333333333333,"['Go to bus stop', 'Wait for bus to arrive']","['Get on bus', 'Get off bus']",Get on bus,0
3,0.5,"['Go to bus stop', 'Wait for bus to arrive', 'Get on bus']","['Get off bus', 'Pay fee']",Pay fee,1
4,0.6666666666666666,"['Go to bus stop', 'Wait for bus to arrive', 'Get on bus', 'Pay fee']","['Wait to get to destination', 'Wait for bus to arrive']",Wait to get to destination,0
5,0.8333333333333334,"['Go to bus stop', 'Wait for bus to arrive', 'Get on bus', 'Pay fee', 'Wait to get to destination']","['Wait for bus to arrive', 'Get off bus']",Get off bus,1
0,0.0,[],"['find the nearest bus stop', 'sit patiently until the bus reaches your destination bus stop']",find the nearest bus stop,0
1,0.14285714285714285,['find the nearest bus stop'],"['thank the driver, possibly tip', 'wait there for the bus to arrive']",wait there for the bus to arrive,1
2,0.2857142857142857,"['find the nearest bus stop', 'wait there for the bus to arrive']","['sit patiently until the bus reaches your destination bus stop', 'while boarding, pay the driver the required fee or show a pass']","while boarding, pay the driver the required fee or show a pass",1
3,0.42857142857142855,"['find the nearest bus stop', 'wait there for the bus to arrive', 'while boarding, pay the driver the required fee or show a pass']","['thank the driver, possibly tip', 'choose a seat']",choose a seat,1
