task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
1,0.16666666666666666,['Apply for a library card. (If you do not already have one.)'],"['Use the card catalog, or computer reference to find the book of your choice.', 'Use the card catalog, or computer reference to find the book of your choice.']","Use the card catalog, or computer reference to find the book of your choice.",1
2,0.3333333333333333,"['Apply for a library card. (If you do not already have one.)', 'Use the card catalog, or computer reference to find the book of your choice.']","['Find the book using the numbered system.', 'Thank them.']",Find the book using the numbered system.,0
3,0.5,"['Apply for a library card. (If you do not already have one.)', 'Use the card catalog, or computer reference to find the book of your choice.', 'Find the book using the numbered system.']","['Approach the library with book(s) and your library card.', 'Apply for a library card. (If you do not already have one.)']",Approach the library with book(s) and your library card.,0
4,0.6666666666666666,"['Apply for a library card. (If you do not already have one.)', 'Use the card catalog, or computer reference to find the book of your choice.', 'Find the book using the numbered system.', 'Approach the library with book(s) and your library card.']","['Apply for a library card. (If you do not already have one.)', 'Take your (now checked out) book back from the librarian.']",Take your (now checked out) book back from the librarian.,1
5,0.8333333333333334,"['Apply for a library card. (If you do not already have one.)', 'Use the card catalog, or computer reference to find the book of your choice.', 'Find the book using the numbered system.', 'Approach the library with book(s) and your library card.', 'Take your (now checked out) book back from the librarian.']","['Find the book using the numbered system.', 'Thank them.']",Thank them.,1
0,0.0,[],"['After the book is stamped take it with you', 'Go to library']",Go to library,1
1,0.2,['Go to library'],"['Go to the appropriate shelf', 'After the book is stamped take it with you']",Go to the appropriate shelf,0
2,0.4,"['Go to library', 'Go to the appropriate shelf']","['Choose your desired book', 'After the book is stamped take it with you']",Choose your desired book,0
3,0.6,"['Go to library', 'Go to the appropriate shelf', 'Choose your desired book']","['Go to library', 'Show your membership card to the librarian']",Show your membership card to the librarian,1
4,0.8,"['Go to library', 'Go to the appropriate shelf', 'Choose your desired book', 'Show your membership card to the librarian']","['Go to library', 'After the book is stamped take it with you']",After the book is stamped take it with you,1
0,0.0,[],"['take to counter', 'find book']",find book,1
1,0.16666666666666666,['find book'],"['take to counter', 'sign out the book']",take to counter,0
2,0.3333333333333333,"['find book', 'take to counter']","['show library card', 'return book before due date']",show library card,0
3,0.5,"['find book', 'take to counter', 'show library card']","['sign out the book', 'return book before due date']",sign out the book,0
4,0.6666666666666666,"['find book', 'take to counter', 'show library card', 'sign out the book']","['take to counter', 'take the book home']",take the book home,1
5,0.8333333333333334,"['find book', 'take to counter', 'show library card', 'sign out the book', 'take the book home']","['return book before due date', 'find book']",return book before due date,0
0,0.0,[],"['Go to the library', 'Select a book you want to borrow']",Go to the library,0
1,0.16666666666666666,['Go to the library'],"['Sign in using your membership card', 'Take the book to the librarian']",Sign in using your membership card,0
2,0.3333333333333333,"['Go to the library', 'Sign in using your membership card']","['Librarian enter the book details', 'Select a book you want to borrow']",Select a book you want to borrow,1
3,0.5,"['Go to the library', 'Sign in using your membership card', 'Select a book you want to borrow']","['Take the book to the librarian', 'Sign out the membership card']",Take the book to the librarian,0
4,0.6666666666666666,"['Go to the library', 'Sign in using your membership card', 'Select a book you want to borrow', 'Take the book to the librarian']","['Librarian enter the book details', 'Sign in using your membership card']",Librarian enter the book details,0
5,0.8333333333333334,"['Go to the library', 'Sign in using your membership card', 'Select a book you want to borrow', 'Take the book to the librarian', 'Librarian enter the book details']","['Sign out the membership card', 'Select a book you want to borrow']",Sign out the membership card,0
0,0.0,[],"['Bring book to front desk', 'Drive to library']",Drive to library,1
1,0.2,['Drive to library'],"['Park and walk inside', 'Park and walk inside']",Park and walk inside,1
2,0.4,"['Drive to library', 'Park and walk inside']","['Check out the book', 'Look for a book']",Look for a book,1
3,0.6,"['Drive to library', 'Park and walk inside', 'Look for a book']","['Bring book to front desk', 'Drive to library']",Bring book to front desk,0
4,0.8,"['Drive to library', 'Park and walk inside', 'Look for a book', 'Bring book to front desk']","['Check out the book', 'Drive to library']",Check out the book,0
0,0.0,[],"['Go to library', 'Bring book to librarian']",Go to library,0
1,0.16666666666666666,['Go to library'],"['Apply for library card', 'Apply for library card']",Apply for library card,1
2,0.3333333333333333,"['Go to library', 'Apply for library card']","['Pick out book', 'Give librarian library card']",Pick out book,0
3,0.5,"['Go to library', 'Apply for library card', 'Pick out book']","['Bring book to librarian', 'Go to library']",Bring book to librarian,0
4,0.6666666666666666,"['Go to library', 'Apply for library card', 'Pick out book', 'Bring book to librarian']","['Give librarian library card', 'Go to library']",Give librarian library card,0
5,0.8333333333333334,"['Go to library', 'Apply for library card', 'Pick out book', 'Bring book to librarian', 'Give librarian library card']","['Apply for library card', 'Take book and library card']",Take book and library card,1
0,0.0,[],"['Take book to the librarian', 'Get a library card']",Get a library card,1
1,0.16666666666666666,['Get a library card'],"['Find the book you want', 'Give the librarian your book']",Find the book you want,0
2,0.3333333333333333,"['Get a library card', 'Find the book you want']","['Take book to the librarian', 'Give the librarian your book']",Take book to the librarian,0
3,0.5,"['Get a library card', 'Find the book you want', 'Take book to the librarian']","['Get a library card', 'Show librarian your library card']",Show librarian your library card,1
4,0.6666666666666666,"['Get a library card', 'Find the book you want', 'Take book to the librarian', 'Show librarian your library card']","['Get a library card', 'Give the librarian your book']",Give the librarian your book,1
5,0.8333333333333334,"['Get a library card', 'Find the book you want', 'Take book to the librarian', 'Show librarian your library card', 'Give the librarian your book']","['Get book back', 'Get a library card']",Get book back,0
0,0.0,[],"['Go to library', 'Get in line at check out desk']",Go to library,0
1,0.16666666666666666,['Go to library'],"['Go to library', ""Select a book'""]",Select a book',1
2,0.3333333333333333,"['Go to library', ""Select a book'""]","['take book home from library', 'Get in line at check out desk']",Get in line at check out desk,1
3,0.5,"['Go to library', ""Select a book'"", 'Get in line at check out desk']","['hand librarian book and library card', 'Go to library']",hand librarian book and library card,0
4,0.6666666666666666,"['Go to library', ""Select a book'"", 'Get in line at check out desk', 'hand librarian book and library card']","['take both back back and make note of due date', ""Select a book'""]",take both back back and make note of due date,0
5,0.8333333333333334,"['Go to library', ""Select a book'"", 'Get in line at check out desk', 'hand librarian book and library card', 'take both back back and make note of due date']","[""Select a book'"", 'take book home from library']",take book home from library,1
0,0.0,[],"['Go to the library', 'Become a member']",Go to the library,0
1,0.16666666666666666,['Go to the library'],"['Become a member', 'Take the book to the clerk']",Become a member,0
2,0.3333333333333333,"['Go to the library', 'Become a member']","['Get the book stamped on the back page for return date', 'Refer the index for my required book']",Refer the index for my required book,1
3,0.5,"['Go to the library', 'Become a member', 'Refer the index for my required book']","['Go to the library', 'Take the book to the clerk']",Take the book to the clerk,1
4,0.6666666666666666,"['Go to the library', 'Become a member', 'Refer the index for my required book', 'Take the book to the clerk']","['He will make an entry in his ledger', 'Become a member']",He will make an entry in his ledger,0
5,0.8333333333333334,"['Go to the library', 'Become a member', 'Refer the index for my required book', 'Take the book to the clerk', 'He will make an entry in his ledger']","['Get the book stamped on the back page for return date', 'Go to the library']",Get the book stamped on the back page for return date,0
0,0.0,[],"['Go to the library', 'go to desk and sign up for a card']",Go to the library,0
1,0.16666666666666666,['Go to the library'],"['Go to the library', 'go in']",go in,1
2,0.3333333333333333,"['Go to the library', 'go in']","['take it to the desk', 'go to desk and sign up for a card']",go to desk and sign up for a card,1
3,0.5,"['Go to the library', 'go in', 'go to desk and sign up for a card']","['pick out book', 'Go to the library']",pick out book,0
4,0.6666666666666666,"['Go to the library', 'go in', 'go to desk and sign up for a card', 'pick out book']","['go in', 'take it to the desk']",take it to the desk,1
5,0.8333333333333334,"['Go to the library', 'go in', 'go to desk and sign up for a card', 'pick out book', 'take it to the desk']","['check out the book', 'go to desk and sign up for a card']",check out the book,0
0,0.0,[],"['Go into library', 'Look for preferred book']",Go into library,0
1,0.16666666666666666,['Go into library'],"['Ask to get a library card', 'Take to front desk']",Ask to get a library card,0
2,0.3333333333333333,"['Go into library', 'Ask to get a library card']","['Leave library with borrowed book', 'Look for preferred book']",Look for preferred book,1
3,0.5,"['Go into library', 'Ask to get a library card', 'Look for preferred book']","['Leave library with borrowed book', 'Take to front desk']",Take to front desk,1
4,0.6666666666666666,"['Go into library', 'Ask to get a library card', 'Look for preferred book', 'Take to front desk']","['Ask to get a library card', 'Check the book out with your library card']",Check the book out with your library card,1
5,0.8333333333333334,"['Go into library', 'Ask to get a library card', 'Look for preferred book', 'Take to front desk', 'Check the book out with your library card']","['Look for preferred book', 'Leave library with borrowed book']",Leave library with borrowed book,1
0,0.0,[],"['Drive to library.', 'Find library card.']",Find library card.,1
1,0.16666666666666666,['Find library card.'],"['Librarian will scan book and card with scanner.', 'Drive to library.']",Drive to library.,1
2,0.3333333333333333,"['Find library card.', 'Drive to library.']","['Librarian will scan book and card with scanner.', 'Peruse book shelves.']",Peruse book shelves.,1
3,0.5,"['Find library card.', 'Drive to library.', 'Peruse book shelves.']","['Select a book.', 'Find library card.']",Select a book.,0
4,0.6666666666666666,"['Find library card.', 'Drive to library.', 'Peruse book shelves.', 'Select a book.']","['Drive to library.', 'Go to check out desk.']",Go to check out desk.,1
5,0.8333333333333334,"['Find library card.', 'Drive to library.', 'Peruse book shelves.', 'Select a book.', 'Go to check out desk.']","['Peruse book shelves.', 'Librarian will scan book and card with scanner.']",Librarian will scan book and card with scanner.,1
0,0.0,[],"['Find a book to borrow', 'Go to library']",Go to library,1
1,0.16666666666666666,['Go to library'],"['Enter library', 'Enter library']",Enter library,0
2,0.3333333333333333,"['Go to library', 'Enter library']","['Find a book to borrow', 'Show librarian your library card']",Find a book to borrow,0
3,0.5,"['Go to library', 'Enter library', 'Find a book to borrow']","['Leave with your book', 'Bring book to librarian at desk']",Bring book to librarian at desk,1
4,0.6666666666666666,"['Go to library', 'Enter library', 'Find a book to borrow', 'Bring book to librarian at desk']","['Show librarian your library card', 'Enter library']",Show librarian your library card,0
5,0.8333333333333334,"['Go to library', 'Enter library', 'Find a book to borrow', 'Bring book to librarian at desk', 'Show librarian your library card']","['Go to library', 'Leave with your book']",Leave with your book,1
0,0.0,[],"['Go to library', 'Choose best book']",Go to library,0
1,0.16666666666666666,['Go to library'],"['Skim books', 'Show library card']",Skim books,0
2,0.3333333333333333,"['Go to library', 'Skim books']","['Show library card', 'Choose best book']",Choose best book,1
3,0.5,"['Go to library', 'Skim books', 'Choose best book']","['Go to library', 'Go to counter']",Go to counter,1
4,0.6666666666666666,"['Go to library', 'Skim books', 'Choose best book', 'Go to counter']","['Go to library', 'Show library card']",Show library card,1
5,0.8333333333333334,"['Go to library', 'Skim books', 'Choose best book', 'Go to counter', 'Show library card']","['Check out book', 'Go to library']",Check out book,0
0,0.0,[],"['Find a subject of interest', 'Find a local library.']",Find a local library.,1
1,0.16666666666666666,['Find a local library.'],"['Go to the main desk.', 'Receive card.']",Go to the main desk.,0
2,0.3333333333333333,"['Find a local library.', 'Go to the main desk.']","['Sign up for a library card.', 'Find a subject of interest']",Sign up for a library card.,0
3,0.5,"['Find a local library.', 'Go to the main desk.', 'Sign up for a library card.']","['Pick a book.', 'Receive card.']",Receive card.,1
4,0.6666666666666666,"['Find a local library.', 'Go to the main desk.', 'Sign up for a library card.', 'Receive card.']","['Find a subject of interest', 'Go to the main desk.']",Find a subject of interest,0
5,0.8333333333333334,"['Find a local library.', 'Go to the main desk.', 'Sign up for a library card.', 'Receive card.', 'Find a subject of interest']","['Find a local library.', 'Pick a book.']",Pick a book.,1
0,0.0,[],"['Wait in line.', 'Go to the library.']",Go to the library.,1
1,0.16666666666666666,['Go to the library.'],"[""Ask the librarian or use the library's computer to find the availability of a book."", 'Find the book you want on the shelves.']",Ask the librarian or use the library's computer to find the availability of a book.,0
2,0.3333333333333333,"['Go to the library.', ""Ask the librarian or use the library's computer to find the availability of a book.""]","['Find the book you want on the shelves.', 'Wait in line.']",Find the book you want on the shelves.,0
3,0.5,"['Go to the library.', ""Ask the librarian or use the library's computer to find the availability of a book."", 'Find the book you want on the shelves.']","['Wait in line.', 'Remove the book from the shelf.']",Remove the book from the shelf.,1
4,0.6666666666666666,"['Go to the library.', ""Ask the librarian or use the library's computer to find the availability of a book."", 'Find the book you want on the shelves.', 'Remove the book from the shelf.']","['Walk up to the circular desk.', ""Ask the librarian or use the library's computer to find the availability of a book.""]",Walk up to the circular desk.,0
5,0.8333333333333334,"['Go to the library.', ""Ask the librarian or use the library's computer to find the availability of a book."", 'Find the book you want on the shelves.', 'Remove the book from the shelf.', 'Walk up to the circular desk.']","['Find the book you want on the shelves.', 'Wait in line.']",Wait in line.,1
0,0.0,[],"['Leave house', 'Check out book']",Leave house,0
1,0.16666666666666666,['Leave house'],"['Go to library', 'Go to library']",Go to library,1
2,0.3333333333333333,"['Leave house', 'Go to library']","['Talk to library attendant', 'Find a book']",Talk to library attendant,0
3,0.5,"['Leave house', 'Go to library', 'Talk to library attendant']","['Get a library card', 'Check out book']",Get a library card,0
4,0.6666666666666666,"['Leave house', 'Go to library', 'Talk to library attendant', 'Get a library card']","['Find a book', 'Go to library']",Find a book,0
5,0.8333333333333334,"['Leave house', 'Go to library', 'Talk to library attendant', 'Get a library card', 'Find a book']","['Check out book', 'Go to library']",Check out book,0
0,0.0,[],"['Drive to the library.', 'Drive to the library.']",Drive to the library.,0
1,0.16666666666666666,['Drive to the library.'],"['Look up the book.', 'Go to the checkout line.']",Look up the book.,0
2,0.3333333333333333,"['Drive to the library.', 'Look up the book.']","['Walk to the correct area of the library.', 'Go to the checkout line.']",Walk to the correct area of the library.,0
3,0.5,"['Drive to the library.', 'Look up the book.', 'Walk to the correct area of the library.']","['Drive to the library.', 'Take the book from the shelf.']",Take the book from the shelf.,1
4,0.6666666666666666,"['Drive to the library.', 'Look up the book.', 'Walk to the correct area of the library.', 'Take the book from the shelf.']","['Drive to the library.', 'Go to the checkout line.']",Go to the checkout line.,1
5,0.8333333333333334,"['Drive to the library.', 'Look up the book.', 'Walk to the correct area of the library.', 'Take the book from the shelf.', 'Go to the checkout line.']","['Hand the librarian your library card.', 'Drive to the library.']",Hand the librarian your library card.,0
0,0.0,[],"['Find book to check out.', 'Go to library.']",Go to library.,1
1,0.16666666666666666,['Go to library.'],"['Look through books on shelves.', 'Get out library card.']",Look through books on shelves.,0
2,0.3333333333333333,"['Go to library.', 'Look through books on shelves.']","['Scan book to borrow.', 'Find book to check out.']",Find book to check out.,1
3,0.5,"['Go to library.', 'Look through books on shelves.', 'Find book to check out.']","['Scan book to borrow.', 'Get out library card.']",Get out library card.,1
4,0.6666666666666666,"['Go to library.', 'Look through books on shelves.', 'Find book to check out.', 'Get out library card.']","['Look through books on shelves.', 'Scan library card at computer.']",Scan library card at computer.,1
5,0.8333333333333334,"['Go to library.', 'Look through books on shelves.', 'Find book to check out.', 'Get out library card.', 'Scan library card at computer.']","['Scan book to borrow.', 'Look through books on shelves.']",Scan book to borrow.,0
0,0.0,[],"['Go to library.', 'Go to counter.']",Go to library.,0
1,0.16666666666666666,['Go to library.'],"['Show library card.', ""Search for any books that you'd like to borrow.""]",Search for any books that you'd like to borrow.,1
2,0.3333333333333333,"['Go to library.', ""Search for any books that you'd like to borrow.""]","['Check out books with librarian.', 'Go to counter.']",Go to counter.,1
3,0.5,"['Go to library.', ""Search for any books that you'd like to borrow."", 'Go to counter.']","['Show library card.', 'Take home and read.']",Show library card.,0
4,0.6666666666666666,"['Go to library.', ""Search for any books that you'd like to borrow."", 'Go to counter.', 'Show library card.']","['Go to library.', 'Check out books with librarian.']",Check out books with librarian.,1
5,0.8333333333333334,"['Go to library.', ""Search for any books that you'd like to borrow."", 'Go to counter.', 'Show library card.', 'Check out books with librarian.']","['Go to library.', 'Take home and read.']",Take home and read.,1
0,0.0,[],"['choose library', 'take book to counter']",choose library,0
1,0.16666666666666666,['choose library'],"['find a book you want to read', 'give card and book to librarian']",find a book you want to read,0
2,0.3333333333333333,"['choose library', 'find a book you want to read']","['take book to counter', 'give card and book to librarian']",take book to counter,0
3,0.5,"['choose library', 'find a book you want to read', 'take book to counter']","['find library card', 'remember the date book is due back']",find library card,0
4,0.6666666666666666,"['choose library', 'find a book you want to read', 'take book to counter', 'find library card']","['find a book you want to read', 'give card and book to librarian']",give card and book to librarian,1
5,0.8333333333333334,"['choose library', 'find a book you want to read', 'take book to counter', 'find library card', 'give card and book to librarian']","['remember the date book is due back', 'take book to counter']",remember the date book is due back,0
0,0.0,[],"['Go to counter', 'Walk into library']",Walk into library,1
1,0.16666666666666666,['Walk into library'],"['Find book', 'Give the person book and library card']",Find book,0
2,0.3333333333333333,"['Walk into library', 'Find book']","['They give you book, library card and a receipt', 'Go to counter']",Go to counter,1
3,0.5,"['Walk into library', 'Find book', 'Go to counter']","['Give the person book and library card', ""They tell you when it's due back""]",Give the person book and library card,0
4,0.6666666666666666,"['Walk into library', 'Find book', 'Go to counter', 'Give the person book and library card']","['Find book', 'They give you book, library card and a receipt']","They give you book, library card and a receipt",1
5,0.8333333333333334,"['Walk into library', 'Find book', 'Go to counter', 'Give the person book and library card', 'They give you book, library card and a receipt']","[""They tell you when it's due back"", 'Walk into library']",They tell you when it's due back,0
0,0.0,[],"['Enter library', 'Find a book you want to read']",Enter library,0
1,0.16666666666666666,['Enter library'],"['Look through books', 'Enter library']",Look through books,0
2,0.3333333333333333,"['Enter library', 'Look through books']","['Find a book you want to read', 'Give librarian the book and your library card']",Find a book you want to read,0
3,0.5,"['Enter library', 'Look through books', 'Find a book you want to read']","['Librarian stamps book', 'Take book to counter']",Take book to counter,1
4,0.6666666666666666,"['Enter library', 'Look through books', 'Find a book you want to read', 'Take book to counter']","['Give librarian the book and your library card', 'Enter library']",Give librarian the book and your library card,0
5,0.8333333333333334,"['Enter library', 'Look through books', 'Find a book you want to read', 'Take book to counter', 'Give librarian the book and your library card']","['Look through books', 'Librarian stamps book']",Librarian stamps book,1
0,0.0,[],"['Show library card', 'Enter library']",Enter library,1
1,0.16666666666666666,['Enter library'],"['Select book', 'Select book']",Select book,0
2,0.3333333333333333,"['Enter library', 'Select book']","['Take books from librarian', 'Bring to librarian at desk']",Bring to librarian at desk,1
3,0.5,"['Enter library', 'Select book', 'Bring to librarian at desk']","['Take books from librarian', 'Show library card']",Show library card,1
4,0.6666666666666666,"['Enter library', 'Select book', 'Bring to librarian at desk', 'Show library card']","['Wait for barcode to be scanned', 'Select book']",Wait for barcode to be scanned,0
5,0.8333333333333334,"['Enter library', 'Select book', 'Bring to librarian at desk', 'Show library card', 'Wait for barcode to be scanned']","['Take books from librarian', 'Bring to librarian at desk']",Take books from librarian,0
0,0.0,[],"['Enter library', 'Find desired book']",Enter library,0
1,0.2,['Enter library'],"['Ask to borrow book', 'Find desired book']",Find desired book,1
2,0.4,"['Enter library', 'Find desired book']","['Leave library with book', 'Look for librarian']",Look for librarian,1
3,0.6,"['Enter library', 'Find desired book', 'Look for librarian']","['Ask to borrow book', 'Enter library']",Ask to borrow book,0
4,0.8,"['Enter library', 'Find desired book', 'Look for librarian', 'Ask to borrow book']","['Leave library with book', 'Find desired book']",Leave library with book,0
0,0.0,[],"['Take book to the front desk', 'Walk into library']",Walk into library,1
1,0.16666666666666666,['Walk into library'],"['Browse the books and pick whatever interests you', 'Show the librarian your library card']",Browse the books and pick whatever interests you,0
2,0.3333333333333333,"['Walk into library', 'Browse the books and pick whatever interests you']","['Take the book home', 'Take book to the front desk']",Take book to the front desk,1
3,0.5,"['Walk into library', 'Browse the books and pick whatever interests you', 'Take book to the front desk']","['Walk into library', 'Show the librarian your library card']",Show the librarian your library card,1
4,0.6666666666666666,"['Walk into library', 'Browse the books and pick whatever interests you', 'Take book to the front desk', 'Show the librarian your library card']","['Be told when the book is due back', 'Walk into library']",Be told when the book is due back,0
5,0.8333333333333334,"['Walk into library', 'Browse the books and pick whatever interests you', 'Take book to the front desk', 'Show the librarian your library card', 'Be told when the book is due back']","['Take the book home', 'Browse the books and pick whatever interests you']",Take the book home,0
0,0.0,[],"['Walk to library.', 'Make a selection.']",Walk to library.,0
1,0.16666666666666666,['Walk to library.'],"['Give librarian my library card.', 'Browse through books.']",Browse through books.,1
2,0.3333333333333333,"['Walk to library.', 'Browse through books.']","['Make a selection.', 'Wait for librarian to approve.']",Make a selection.,0
3,0.5,"['Walk to library.', 'Browse through books.', 'Make a selection.']","['Wait for librarian to approve.', 'Walk up to librarian.']",Walk up to librarian.,1
4,0.6666666666666666,"['Walk to library.', 'Browse through books.', 'Make a selection.', 'Walk up to librarian.']","['Give librarian my library card.', 'Walk to library.']",Give librarian my library card.,0
5,0.8333333333333334,"['Walk to library.', 'Browse through books.', 'Make a selection.', 'Walk up to librarian.', 'Give librarian my library card.']","['Browse through books.', 'Wait for librarian to approve.']",Wait for librarian to approve.,1
0,0.0,[],"['Get in the car', 'Park car']",Get in the car,0
1,0.16666666666666666,['Get in the car'],"['Turn the car on', 'Drive to library']",Turn the car on,0
2,0.3333333333333333,"['Get in the car', 'Turn the car on']","['Go inside', 'Drive to library']",Drive to library,1
